ILE_BANKOW,ILE_BANKOW_12,ILE_MIES_OD_NAJSTAR_OTW,ILE_MIES_OD_NAJSTAR_OTW_NRAT,ILE_MIES_OD_NAJSTAR_OTW_RAT,ILE_PRODUKTOW,ILE_RACH_OTW,ILE_RACH_OTW_12,ILE_RACH_OTW_NRAT,ILE_RACH_OTW_NRAT_12,ILE_RACH_OTW_RAT,ILE_RACH_OTW_RAT_12,ILE_RACH_OTW_BEZ_HIPO,ILE_RACH_OTW_KARTY,ILE_RACH_OTW_ODNAWIALNE,ILE_RACH_ZAMK,ILE_ZAPYTAN_12,ILE_ZAPYTAN_3,ILE_ZAPYTAN_6,ILE_ZAPYTAN_9,L_RACHUNKOW,MAX_NAL_WYMAGAL,MAX_RATA,MAX_WNIOSKODAWCY,MIN_L_RAT_DO_SPLATY,SUMA_DO_SPLATY,SUMA_DO_SPLATY_BEZ_HIPO,SUMA_DO_SPLATY_KARTY,SUMA_DO_SPLATY_NRAT,SUMA_DO_SPLATY_ODNAWIALNE,SUMA_DO_SPLATY_RAT,SUMA_LIMIT,SUMA_LIMIT_KARTY,SUMA_LIMIT_ODNAWIALNE,SUMA_NAL_WYMAGAL,SUMA_NAL_WYMAGAL_BEZ_HIPO,SUMA_NAL_WYMAGAL_KARTY,SUMA_NAL_WYMAGAL_NRAT,SUMA_RATA,STATUS,dataset,NEW_STATUS
1,0.0,16.9,16.9,0.0,1,1,0,1,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,1,0.0,-1.0,1,0.0,789.0,789.0,789.0,789.0,0.0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,new data,0
1,0.0,86.58,0.0,86.58,1,1,0,0,0,1,0,0,0,0,2,0.0,0.0,0.0,0.0,3,442.0,456.0,2,204.0,92955.0,0.0,0.0,0.0,0.0,92955.0,0.0,0.0,0.0,442.0,0.0,0.0,0.0,456.0,1,new data,0
3,1.0,29.45,29.45,22.71,3,4,1,1,0,3,1,4,0,1,1,1.0,0.0,0.0,1.0,5,0.0,819.0,2,8.0,46284.0,46284.0,0.0,0.0,0.0,46284.0,10000.0,0.0,10000.0,0.0,0.0,0.0,0.0,1238.0,0,new data,0
3,1.0,163.48,70.19,163.48,4,5,3,1,1,4,2,4,1,0,11,4.0,0.0,1.0,1.0,16,1.0,1208.0,2,3.0,162065.0,159651.0,336.0,336.0,0.0,161729.0,1000.0,1000.0,0.0,1.0,1.0,0.0,0.0,2124.0,0,new data,0
2,0.0,26.03,26.03,14.06,3,4,0,3,0,1,0,4,2,1,2,0.0,0.0,0.0,0.0,6,113.0,383.0,1,55.0,31445.0,31445.0,5150.0,10273.0,5123.0,21172.0,11500.0,6500.0,5000.0,113.0,113.0,0.0,113.0,383.0,1,new data,0
1,0.0,221.45,221.45,0.0,1,1,0,1,0,0,0,1,0,1,0,0.0,0.0,0.0,0.0,1,0.0,-1.0,1,0.0,2260.0,2260.0,0.0,2260.0,2260.0,0.0,3000.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,1,new data,0
2,2.0,7.19,0.0,7.19,2,2,2,0,0,2,2,2,0,0,2,2.0,0.0,1.0,2.0,4,0.0,509.0,2,3.0,1779.0,1779.0,0.0,0.0,0.0,1779.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,608.0,0,new data,0
1,0.0,115.42,115.42,0.0,2,2,0,2,0,0,0,2,1,1,4,0.0,0.0,0.0,0.0,8,0.0,-1.0,2,0.0,429.0,429.0,429.0,429.0,0.0,0.0,3000.0,1000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0,new data,0
2,3.0,75.71,75.71,29.19,4,5,2,2,0,3,2,4,1,1,3,3.0,1.0,1.0,3.0,8,0.0,660.0,2,18.0,1327.0,1327.0,0.0,0.0,0.0,1327.0,5500.0,3500.0,2000.0,0.0,0.0,0.0,0.0,1264.0,0,new data,0
1,0.0,109.55,0.0,109.55,1,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1,-1.0,1345.0056,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1345.0056,0,new data,0
1,0.0,104.87,104.87,0.0,1,1,0,1,0,0,0,1,0,1,1,0.0,0.0,0.0,0.0,3,-1.0,-1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433.0,0.0,433.0,0.0,0.0,0.0,0.0,0.0,0,new data,0
2,1.0,94.32,72.48,94.32,3,4,1,1,0,3,1,4,1,0,7,1.0,1.0,1.0,1.0,11,0.0,1090.0,3,2.0,49495.0,49495.0,566.0,566.0,0.0,48929.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,1593.0,0,new data,0
1,0.0,197.84,197.84,0.0,1,1,0,1,0,0,0,1,0,1,1,0.0,0.0,0.0,0.0,2,-1.0,-1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0,new data,0
3,1.0,90.29,90.29,68.39,5,6,2,2,0,4,2,5,1,1,5,2.0,0.0,0.0,1.0,11,35.0,788.0,1,0.0,50847.0,18340.0,35.0,4085.0,4050.0,46762.0,6000.0,1000.0,5000.0,35.0,35.0,35.0,35.0,1336.0,1,new data,0
3,4.0,23.03,17.35,23.03,3,5,3,3,2,2,1,5,3,0,2,6.0,1.0,4.0,5.0,7,39.0,367.0,1,24.0,22270.0,22270.0,3483.0,3483.0,0.0,18787.0,9000.0,9000.0,0.0,39.0,39.0,39.0,39.0,465.0,1,new data,0
2,0.0,164.19,164.19,118.48,4,4,0,2,0,2,0,3,0,2,2,0.0,0.0,0.0,0.0,6,0.0,1317.0,2,23.0,296080.7143,42266.0,0.0,11486.0,11486.0,284594.7143,19300.0,0.0,19300.0,0.0,0.0,0.0,0.0,2478.6052,0,new data,0
1,0.0,8.81,8.81,0.0,1,1,1,1,1,0,0,1,0,1,0,0.0,0.0,0.0,0.0,1,34.0,-1.0,1,0.0,2334.0,2334.0,0.0,2334.0,2334.0,0.0,2300.0,0.0,2300.0,34.0,34.0,0.0,34.0,0.0,1,new data,0
1,0.0,271.61,271.61,0.0,1,1,0,1,0,0,0,1,0,1,1,0.0,0.0,0.0,0.0,2,0.0,-1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500.0,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,0,new data,0
1,0.0,38.97,30.42,38.97,3,3,0,2,0,1,0,3,1,1,3,0.0,0.0,0.0,0.0,6,-1.0,478.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,1000.0,2000.0,0.0,0.0,0.0,0.0,478.0,0,new data,0
1,0.0,49.06,49.06,0.0,1,1,0,1,0,0,0,1,0,1,6,0.0,0.0,0.0,0.0,9,11104.0,-1.0,1,0.0,11104.0,11104.0,0.0,11104.0,11104.0,0.0,6600.0,0.0,6600.0,11104.0,11104.0,0.0,11104.0,0.0,2,new data,1
1,0.0,40.77,0.0,40.77,1,1,0,0,0,1,0,1,0,0,1,0.0,0.0,0.0,0.0,2,4445.0,135.0,1,33.0,4445.0,4445.0,0.0,0.0,0.0,4445.0,0.0,0.0,0.0,4445.0,4445.0,0.0,0.0,135.0,2,new data,1
3,2.0,180.45,180.45,34.65,3,3,0,2,0,1,0,3,1,1,2,3.0,0.0,1.0,3.0,5,212.0,389.0,1,29.0,15514.0,15514.0,3250.0,4239.0,989.0,11275.0,6300.0,5300.0,1000.0,212.0,212.0,212.0,212.0,389.0,1,new data,0
1,0.0,86.1,86.1,86.06,2,2,0,1,0,1,0,1,0,1,2,0.0,0.0,0.0,0.0,4,678.0,565.0,2,275.0,156274.0,620.0,0.0,620.0,620.0,155654.0,620.0,0.0,620.0,1297.0,619.0,0.0,619.0,565.0,2,new data,1
3,1.0,79.77,79.77,11.29,3,3,1,2,0,1,1,3,1,1,2,1.0,0.0,0.0,0.0,5,0.0,139.0,2,1.0,2055.0,2055.0,1666.0,1916.0,250.0,139.0,3800.0,2500.0,1300.0,0.0,0.0,0.0,0.0,139.0,1,new data,0
1,3.0,3.77,3.77,0.0,1,1,3,1,1,0,2,1,1,0,3,3.0,0.0,1.0,2.0,4,0.0,-1.0,1,0.0,1068.0,1068.0,1068.0,1068.0,0.0,0.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,new data,0
0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,2,-1.0,-1.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,new data,0
1,0.0,43.1,0.0,43.1,1,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,868.0,2,217.0,188149.0,0.0,0.0,0.0,0.0,188149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,868.0,0,new data,0
0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1,-1.0,-1.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,new data,0
1,0.0,20.45,0.0,20.45,1,4,0,0,0,4,0,4,0,0,5,0.0,0.0,0.0,0.0,9,20648.0,0.0,1,0.0,25937.0,25937.0,0.0,0.0,0.0,25937.0,0.0,0.0,0.0,25937.0,25937.0,0.0,0.0,0.0,2,new data,1
4,0.0,180.68,180.68,75.32,3,5,0,3,0,2,0,5,1,2,4,0.0,0.0,0.0,0.0,9,0.0,3877.0,3,20.0,380982.0,380982.0,2957.0,8912.0,5955.0,372070.0,9300.0,3000.0,6300.0,0.0,0.0,0.0,0.0,5466.0,1,new data,0
3,1.0,91.1,29.74,91.1,4,4,1,2,0,2,1,3,1,1,4,1.0,0.0,0.0,1.0,8,0.0,1327.5778,2,35.0,137359.874,22290.0,0.0,1.0,1.0,137358.874,7700.0,6700.0,1000.0,0.0,0.0,0.0,0.0,1965.5778,0,new data,0
1,0.0,81.03,0.94,81.03,2,2,1,1,1,1,0,2,0,1,3,0.0,0.0,0.0,0.0,5,1.0,312.0,3,54.0,16802.0,16802.0,0.0,0.0,0.0,16802.0,2000.0,0.0,2000.0,1.0,1.0,0.0,0.0,312.0,1,new data,0
1,0.0,152.94,152.94,0.0,1,1,0,1,0,0,0,1,0,1,0,0.0,0.0,0.0,0.0,1,-1.0,-1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0,new data,0
1,0.0,106.32,106.32,0.0,1,1,0,1,0,0,0,1,1,0,2,0.0,0.0,0.0,0.0,3,0.0,-1.0,1,0.0,4.0,4.0,4.0,4.0,0.0,0.0,500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0,new data,0
1,4.0,1.87,0.0,1.87,1,1,2,0,0,1,2,1,0,0,6,6.0,1.0,3.0,3.0,7,0.0,140.0,1,41.0,5727.0,5727.0,0.0,0.0,0.0,5727.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0,new data,0
1,1.0,68.52,60.35,68.52,3,4,0,3,0,1,0,3,2,1,2,1.0,1.0,1.0,1.0,6,-1.0,947.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14200.0,5000.0,9200.0,0.0,0.0,0.0,0.0,947.0,1,new data,0
2,2.0,88.42,75.71,88.42,3,3,1,2,1,1,0,2,1,1,2,2.0,0.0,2.0,2.0,5,1.0,437.2734,2,4714.0,133588.6892,760.0,760.0,760.0,0.0,132828.6892,3000.0,2000.0,1000.0,1.0,1.0,1.0,1.0,437.2734,1,new data,0
2,2.0,13.0,9.16,13.0,3,4,2,1,1,3,1,4,0,1,1,2.0,0.0,1.0,1.0,5,26.0,478.0,1,42.0,41953.0,41953.0,0.0,1787.0,1787.0,40166.0,3000.0,0.0,3000.0,26.0,26.0,0.0,0.0,828.0,1,new data,0
2,1.0,16.35,0.0,16.35,1,2,1,0,0,2,1,2,0,0,0,1.0,0.0,0.0,0.0,2,142.0,139.0,1,19.0,4670.0,4670.0,0.0,0.0,0.0,4670.0,0.0,0.0,0.0,142.0,142.0,0.0,0.0,208.0,1,new data,0
3,1.0,199.03,199.03,68.65,2,3,1,1,0,2,1,3,0,1,2,1.0,1.0,1.0,1.0,5,1.0,445.0,2,6.0,2675.0,2675.0,0.0,0.0,0.0,2675.0,6000.0,0.0,6000.0,1.0,1.0,0.0,0.0,445.0,1,new data,0
1,0.0,147.0,147.0,0.0,1,1,0,1,0,0,0,1,0,1,7,0.0,0.0,0.0,0.0,8,1795.0,-1.0,2,0.0,1795.0,1795.0,0.0,1795.0,1795.0,0.0,1795.0,0.0,1795.0,1795.0,1795.0,0.0,1795.0,0.0,2,new data,1
1,0.0,254.16,254.16,0.0,1,1,0,1,0,0,0,1,0,1,0,0.0,0.0,0.0,0.0,1,0.0,-1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0,new data,0
3,0.0,185.0,185.0,93.68,4,6,0,3,0,3,0,6,1,2,12,0.0,0.0,0.0,0.0,18,7169.0,489.0,2,0.0,12278.0,12278.0,0.0,3466.0,3466.0,8812.0,6900.0,3400.0,3500.0,8812.0,8812.0,0.0,0.0,489.0,2,new data,1
1,0.0,30.35,0.0,30.35,1,1,0,0,0,1,0,1,0,0,2,0.0,0.0,0.0,0.0,3,0.0,197.0,1,6.0,1150.0,1150.0,0.0,0.0,0.0,1150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.0,0,new data,0
5,10.0,18.19,0.0,18.19,2,5,3,0,0,5,3,5,0,0,6,13.0,2.0,4.0,12.0,11,0.0,281.0,1,28.0,32198.0,32198.0,0.0,0.0,0.0,32198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,749.0,1,new data,0
1,0.0,44.84,0.0,44.84,1,1,0,0,0,1,0,1,0,0,1,0.0,0.0,0.0,0.0,2,10141.0,0.0,1,0.0,10141.0,10141.0,0.0,0.0,0.0,10141.0,0.0,0.0,0.0,10141.0,10141.0,0.0,0.0,0.0,2,new data,1
1,1.0,46.58,4.0,46.58,3,3,2,1,1,2,1,2,1,0,1,1.0,0.0,1.0,1.0,4,0.0,377.0,1,41.0,57003.0,10951.0,5.0,5.0,0.0,56998.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,642.0,0,new data,0
1,3.0,8.06,0.0,8.06,1,1,1,0,0,1,1,1,0,0,1,4.0,2.0,2.0,3.0,2,0.0,440.0,1,25.0,10966.0,10966.0,0.0,0.0,0.0,10966.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.0,0,new data,0
2,1.0,88.84,0.0,88.84,2,2,0,0,0,2,0,1,0,0,2,1.0,1.0,1.0,1.0,4,2107.579,2107.579,2,58.0,398999.1996,13198.0,0.0,0.0,0.0,398999.1996,0.0,0.0,0.0,2107.579,0.0,0.0,0.0,2334.579,1,new data,0
2,0.0,160.06,160.06,102.16,4,7,2,2,0,5,2,6,1,1,6,0.0,0.0,0.0,0.0,13,0.0,520.0,2,2.0,62497.0,19892.0,4852.0,4951.0,99.0,57546.0,6000.0,5000.0,1000.0,0.0,0.0,0.0,0.0,1082.0,0,new data,0
1,1.0,4.71,0.0,4.71,1,1,1,0,0,1,1,1,0,0,1,1.0,0.0,1.0,1.0,2,0.0,133.0,1,8.0,1066.0,1066.0,0.0,0.0,0.0,1066.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,0,new data,0
2,0.0,49.26,0.0,49.26,2,2,0,0,0,2,0,2,0,0,3,0.0,0.0,0.0,0.0,5,2027.0,335.0,1,10.0,3700.0,3700.0,0.0,0.0,0.0,3700.0,0.0,0.0,0.0,2229.0,2229.0,0.0,0.0,335.0,2,new data,1
1,0.0,31.81,0.0,31.81,1,1,0,0,0,1,0,1,0,0,2,0.0,0.0,0.0,0.0,3,0.0,181.0,1,35.0,6280.0,6280.0,0.0,0.0,0.0,6280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.0,0,new data,0
3,0.0,95.23,95.23,19.97,3,4,0,2,0,2,0,4,1,1,3,0.0,0.0,0.0,0.0,7,0.0,302.0,1,5.0,13608.0,13608.0,493.0,6421.0,5928.0,7187.0,8500.0,500.0,8000.0,0.0,0.0,0.0,0.0,337.0,1,new data,0
1,1.0,3.77,0.0,3.77,1,1,1,0,0,1,1,1,0,0,0,1.0,0.0,1.0,1.0,1,0.0,47.0,1,7.0,333.0,333.0,0.0,0.0,0.0,333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,2,new data,1
2,0.0,80.87,80.87,42.84,3,3,0,2,0,1,0,2,1,1,7,0.0,0.0,0.0,0.0,10,0.0,547.0,1,131.0,72311.0,409.0,409.0,409.0,0.0,71902.0,8500.0,7500.0,1000.0,0.0,0.0,0.0,0.0,547.0,1,new data,0
2,0.0,195.16,0.0,195.16,2,2,0,0,0,2,0,2,0,0,1,0.0,0.0,0.0,0.0,3,-1.0,1866.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1867.0,2,new data,1
1,0.0,141.87,141.87,54.52,2,2,0,1,0,1,0,1,0,1,0,0.0,0.0,0.0,0.0,2,0.0,838.0,2,207.0,177378.0,3700.0,0.0,3700.0,3700.0,173678.0,4000.0,0.0,4000.0,0.0,0.0,0.0,0.0,838.0,0,new data,0
4,2.0,85.19,85.19,2.23,3,4,2,3,1,1,1,4,2,1,1,2.0,1.0,1.0,2.0,5,0.0,150.0,1,8.0,3182.0,3182.0,0.0,1979.0,1979.0,1203.0,11900.0,9900.0,2000.0,0.0,0.0,0.0,0.0,150.0,1,new data,0
1,0.0,33.23,0.0,33.23,1,1,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,2,0.0,948.0,2,102.0,96913.0,0.0,0.0,0.0,0.0,96913.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,948.0,0,new data,0
1,1.0,8.48,0.0,8.48,1,1,1,0,0,1,1,1,0,0,0,1.0,0.0,0.0,1.0,1,3983.0,0.0,1,0.0,3983.0,3983.0,0.0,0.0,0.0,3983.0,0.0,0.0,0.0,3983.0,3983.0,0.0,0.0,0.0,2,new data,1
1,0.0,128.84,128.84,0.0,1,1,0,1,0,0,0,1,0,1,1,0.0,0.0,0.0,0.0,2,0.0,-1.0,1,0.0,4768.0,4768.0,0.0,4768.0,4768.0,0.0,6000.0,0.0,6000.0,0.0,0.0,0.0,0.0,0.0,0,new data,0
2,0.0,158.87,158.87,13.23,2,4,2,2,0,2,2,4,0,2,1,0.0,0.0,0.0,0.0,5,0.0,269.0,2,12.0,5696.0,5696.0,0.0,730.0,730.0,4966.0,2000.0,0.0,2000.0,0.0,0.0,0.0,0.0,379.0,1,new data,0
3,5.0,164.23,164.23,33.87,2,5,2,1,0,4,2,5,0,1,5,9.0,7.0,8.0,9.0,10,674.0,641.0,1,25.0,32656.0,32656.0,0.0,599.0,599.0,32057.0,600.0,0.0,600.0,853.0,853.0,0.0,0.0,1050.0,1,new data,0
1,1.0,4.48,0.0,4.48,1,1,1,0,0,1,1,1,0,0,0,1.0,0.0,1.0,1.0,1,47.0,47.0,1,30.0,1390.0,1390.0,0.0,0.0,0.0,1390.0,0.0,0.0,0.0,47.0,47.0,0.0,0.0,47.0,1,new data,0
2,2.0,35.48,35.48,4.48,3,3,2,2,0,1,2,3,1,1,1,2.0,0.0,1.0,1.0,4,0.0,231.0,1,20.0,15444.0,15444.0,2822.0,10807.0,7985.0,4637.0,24100.0,16100.0,8000.0,0.0,0.0,0.0,0.0,231.0,0,new data,0
1,1.0,2.81,0.0,2.81,1,1,1,0,0,1,1,0,0,0,0,1.0,0.0,1.0,1.0,1,0.0,316.0,2,228.0,72093.0,0.0,0.0,0.0,0.0,72093.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316.0,0,new data,0
0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,2,-1.0,-1.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,new data,0
1,0.0,125.39,125.39,118.13,2,2,0,1,0,1,0,1,0,1,2,0.0,0.0,0.0,0.0,4,0.0,223.0,2,2.0,600.0,155.0,0.0,155.0,155.0,445.0,1000.0,0.0,1000.0,0.0,0.0,0.0,0.0,223.0,0,new data,0
1,1.0,117.06,117.06,4.87,2,2,1,1,0,1,1,2,0,1,5,2.0,0.0,2.0,2.0,7,0.0,59.0,1,60.0,4480.0,4480.0,0.0,945.0,945.0,3535.0,1000.0,0.0,1000.0,0.0,0.0,0.0,0.0,59.0,0,new data,0
1,1.0,187.29,187.29,88.61,2,2,0,1,0,1,0,1,0,1,1,1.0,0.0,0.0,0.0,3,0.0,660.3646,2,450.0,18776.632,0.0,0.0,0.0,0.0,18776.632,2500.0,0.0,2500.0,0.0,0.0,0.0,0.0,660.3646,0,new data,0
2,0.0,151.81,151.81,108.77,2,3,0,1,0,2,0,3,1,0,3,0.0,0.0,0.0,0.0,6,1629.0,4563.0,1,0.0,1629.0,1629.0,0.0,0.0,0.0,1629.0,2800.0,2800.0,0.0,1629.0,1629.0,0.0,0.0,4563.0,2,new data,1
0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,4,-1.0,-1.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,new data,0
3,0.0,87.29,87.29,60.32,3,4,0,2,0,2,0,4,2,0,3,0.0,0.0,0.0,0.0,7,800.0,489.0,1,12.0,7486.0,7486.0,1660.0,1660.0,0.0,5826.0,5800.0,5800.0,0.0,928.0,928.0,124.0,124.0,489.0,1,new data,0
2,0.0,210.94,210.94,58.13,3,3,0,1,0,2,0,2,0,1,0,0.0,0.0,0.0,0.0,3,0.0,525.0,2,3.0,133178.0,714.0,0.0,0.0,0.0,133178.0,1000.0,0.0,1000.0,0.0,0.0,0.0,0.0,765.0,0,new data,0
1,0.0,132.06,0.0,132.06,1,1,0,0,0,1,0,0,0,0,3,0.0,0.0,0.0,0.0,4,0.0,1739.0,5,94.0,163072.0,0.0,0.0,0.0,0.0,163072.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1739.0,0,new data,0
1,0.0,13.71,13.71,0.0,1,1,0,1,0,0,0,1,0,1,0,0.0,0.0,0.0,0.0,1,-1.0,-1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,new data,0
2,0.0,103.35,0.0,103.35,2,2,0,0,0,2,0,1,0,0,6,0.0,0.0,0.0,0.0,8,128677.0,0.0,1,0.0,129937.0,1260.0,0.0,0.0,0.0,129937.0,0.0,0.0,0.0,129937.0,1260.0,0.0,0.0,0.0,2,new data,1
3,2.0,197.81,197.81,5.03,2,3,2,1,0,2,2,3,0,1,0,2.0,0.0,2.0,2.0,3,0.0,133.0,1,12.0,3361.0,3361.0,0.0,300.0,300.0,3061.0,300.0,0.0,300.0,0.0,0.0,0.0,0.0,162.0,0,new data,0
3,2.0,26.52,26.52,5.0,2,4,2,2,0,2,2,4,2,0,3,2.0,1.0,2.0,2.0,7,19.0,169.0,1,6.0,2037.0,2037.0,19.0,19.0,0.0,2018.0,6200.0,6200.0,0.0,19.0,19.0,19.0,19.0,280.0,1,new data,0
1,1.0,29.1,0.0,29.1,1,2,0,0,0,2,0,2,0,0,0,1.0,0.0,1.0,1.0,2,535.0,221.0,1,22.0,7350.0,7350.0,0.0,0.0,0.0,7350.0,0.0,0.0,0.0,761.0,761.0,0.0,0.0,300.0,1,new data,0
1,0.0,170.23,170.23,0.0,1,1,0,1,0,0,0,1,0,1,0,0.0,0.0,0.0,0.0,1,-1.0,-1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0,new data,0
1,0.0,200.97,200.97,0.0,1,1,0,1,0,0,0,1,0,1,0,0.0,0.0,0.0,0.0,1,0.0,-1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0,new data,0
1,1.0,1.39,1.39,0.0,1,1,1,1,1,0,0,1,0,1,2,1.0,1.0,1.0,1.0,3,0.0,-1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0,new data,0
2,0.0,74.58,0.0,74.58,2,2,1,0,0,2,1,2,0,0,3,0.0,0.0,0.0,0.0,6,1552.0,1496.0,1,9.0,18172.0,18172.0,0.0,0.0,0.0,18172.0,0.0,0.0,0.0,1552.0,1552.0,0.0,0.0,1682.0,1,new data,0
3,2.0,58.68,0.0,58.68,2,3,0,0,0,3,0,3,0,0,6,2.0,2.0,2.0,2.0,9,371.0,693.0,1,32.0,48536.0,48536.0,0.0,0.0,0.0,48536.0,0.0,0.0,0.0,463.0,463.0,0.0,0.0,1137.0,1,new data,0
1,0.0,173.87,173.87,0.0,1,1,0,1,0,0,0,1,0,1,0,0.0,0.0,0.0,0.0,1,-1.0,-1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0,new data,0
4,3.0,32.52,32.52,10.68,3,5,4,1,0,4,4,5,1,0,11,6.0,2.0,3.0,5.0,16,338.0,349.0,1,3.0,28056.0,28056.0,697.0,697.0,0.0,27359.0,700.0,700.0,0.0,338.0,338.0,0.0,0.0,769.0,1,new data,0
1,0.0,70.19,0.0,70.19,1,1,0,0,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0,1,-1.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,new data,0
2,1.0,22.16,22.16,14.94,3,3,1,1,0,2,1,3,0,1,1,1.0,1.0,1.0,1.0,4,0.0,278.0,1,6.0,4325.0,4325.0,0.0,1061.0,1061.0,3264.0,1300.0,0.0,1300.0,0.0,0.0,0.0,0.0,378.0,1,new data,0
1,0.0,173.45,0.0,173.45,1,1,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,4,0.0,94.8442,2,1579.0,8057.4459,0.0,0.0,0.0,0.0,8057.4459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.8442,1,new data,0
1,0.0,81.71,81.71,67.16,2,2,0,1,0,1,0,2,1,0,3,0.0,0.0,0.0,0.0,5,864.0,496.0,1,3.0,3440.0,3440.0,2084.0,2084.0,0.0,1356.0,3200.0,3200.0,0.0,864.0,864.0,0.0,0.0,496.0,1,new data,0
1,0.0,89.35,89.35,0.0,1,1,0,1,0,0,0,1,1,0,2,0.0,0.0,0.0,0.0,3,0.0,-1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0,new data,0
1,4.0,23.29,0.0,23.29,1,2,0,0,0,2,0,2,0,0,4,5.0,2.0,2.0,2.0,6,44.0,137.0,1,8.0,1837.0,1837.0,0.0,0.0,0.0,1837.0,0.0,0.0,0.0,44.0,44.0,0.0,0.0,189.0,1,new data,0
