ILE_BANKOW,ILE_BANKOW_12,ILE_MIES_OD_NAJSTAR_OTW,ILE_MIES_OD_NAJSTAR_OTW_NRAT,ILE_MIES_OD_NAJSTAR_OTW_RAT,ILE_PRODUKTOW,ILE_RACH_OTW,ILE_RACH_OTW_12,ILE_RACH_OTW_NRAT,ILE_RACH_OTW_NRAT_12,ILE_RACH_OTW_RAT,ILE_RACH_OTW_RAT_12,ILE_RACH_OTW_BEZ_HIPO,ILE_RACH_OTW_KARTY,ILE_RACH_OTW_ODNAWIALNE,ILE_RACH_ZAMK,ILE_ZAPYTAN_12,ILE_ZAPYTAN_3,ILE_ZAPYTAN_6,ILE_ZAPYTAN_9,L_RACHUNKOW,MAX_NAL_WYMAGAL,MAX_RATA,MAX_WNIOSKODAWCY,MIN_L_RAT_DO_SPLATY,SUMA_DO_SPLATY,SUMA_DO_SPLATY_BEZ_HIPO,SUMA_DO_SPLATY_KARTY,SUMA_DO_SPLATY_NRAT,SUMA_DO_SPLATY_ODNAWIALNE,SUMA_DO_SPLATY_RAT,SUMA_LIMIT,SUMA_LIMIT_KARTY,SUMA_LIMIT_ODNAWIALNE,SUMA_NAL_WYMAGAL,SUMA_NAL_WYMAGAL_BEZ_HIPO,SUMA_NAL_WYMAGAL_KARTY,SUMA_NAL_WYMAGAL_NRAT,SUMA_RATA,STATUS,dataset,NEW_STATUS
1,4.0,5.23,0.0,5.23,1,1,1,0,0,1,1,1,0,0,0,5.0,1.0,2.0,4.0,1,0.0,228.0,1,7.0,1614.0,1614.0,0.0,0.0,0.0,1614.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.0,0,new data,0
1,0.0,38.32,0.0,38.32,1,1,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,2,0.0,345.0,3,198.0,68212.0,0.0,0.0,0.0,0.0,68212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.0,0,new data,0
2,1.0,47.06,0.0,47.06,1,3,2,0,0,3,2,3,0,0,6,2.0,0.0,1.0,1.0,9,0.0,321.0,1,27.0,13490.0,13490.0,0.0,0.0,0.0,13490.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,421.0,0,new data,0
1,0.0,38.32,38.32,38.1,3,5,0,1,0,4,0,2,0,1,1,0.0,0.0,0.0,0.0,6,0.0,822.0,2,204.0,196297.0,8846.0,0.0,0.0,0.0,196297.0,300.0,0.0,300.0,0.0,0.0,0.0,0.0,960.0,0,new data,0
1,0.0,218.06,218.06,126.26,2,2,0,1,0,1,0,1,0,1,2,0.0,0.0,0.0,0.0,4,0.0,1706.6049,2,2556.0,282634.549,6992.0,0.0,6992.0,6992.0,275642.549,10000.0,0.0,10000.0,0.0,0.0,0.0,0.0,1706.6049,0,new data,0
3,2.0,85.35,85.35,30.58,4,6,1,3,0,3,1,6,1,2,7,4.0,0.0,2.0,3.0,13,221.0,337.0,1,36.0,27863.0,27863.0,0.0,501.0,501.0,27362.0,1701.0,1200.0,501.0,345.0,345.0,0.0,1.0,509.0,1,new data,0
3,2.0,57.77,57.77,24.45,3,4,1,1,0,3,1,4,1,0,4,3.0,1.0,3.0,3.0,8,270.0,587.0,1,11.0,17681.0,17681.0,2014.0,2014.0,0.0,15667.0,2000.0,2000.0,0.0,270.0,270.0,0.0,0.0,1047.0,0,new data,0
2,0.0,105.71,105.71,31.03,2,3,0,2,0,1,0,2,2,0,0,0.0,0.0,0.0,0.0,3,0.0,2564.0,2,167.0,427220.0,0.0,0.0,0.0,0.0,427220.0,16100.0,16100.0,0.0,0.0,0.0,0.0,0.0,2564.0,0,new data,0
3,3.0,84.68,3.87,84.68,3,6,2,1,1,5,1,6,1,0,4,3.0,1.0,2.0,3.0,10,30.0,1104.0,2,29.0,78424.0,78424.0,30.0,30.0,0.0,78394.0,3000.0,3000.0,0.0,30.0,30.0,30.0,30.0,1759.0,1,new data,0
1,0.0,107.68,0.0,107.68,1,1,0,0,0,1,0,0,0,0,2,0.0,0.0,0.0,0.0,3,839.0922,421.5158,2,3795.0,103082.2798,0.0,0.0,0.0,0.0,103082.2798,0.0,0.0,0.0,839.0922,0.0,0.0,0.0,421.5158,1,new data,0
1,0.0,117.94,0.0,117.94,1,1,0,0,0,1,0,0,0,0,2,0.0,0.0,0.0,0.0,3,0.0,555.4554,2,3188.0,114092.9028,0.0,0.0,0.0,0.0,114092.9028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555.4554,0,new data,0
2,0.0,34.77,16.29,34.77,2,2,0,1,0,1,0,2,1,0,3,0.0,0.0,0.0,0.0,5,88.0,163.0,1,3.0,444.0,444.0,32.0,32.0,0.0,412.0,2500.0,2500.0,0.0,120.0,120.0,32.0,32.0,163.0,1,new data,0
1,0.0,82.84,82.84,0.0,1,1,0,1,0,0,0,1,0,1,2,0.0,0.0,0.0,0.0,3,0.0,-1.0,1,0.0,426.0,426.0,0.0,426.0,426.0,0.0,1000.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0,new data,0
2,1.0,32.87,32.87,31.55,2,2,0,1,0,1,0,2,0,1,0,2.0,0.0,2.0,2.0,2,806.0,234.0,1,0.0,808.0,808.0,0.0,808.0,808.0,0.0,808.0,0.0,808.0,806.0,806.0,0.0,806.0,234.0,2,new data,1
1,2.0,24.39,24.39,21.19,3,5,0,3,0,2,0,5,2,1,3,2.0,2.0,2.0,2.0,8,0.0,339.0,2,32.0,23872.0,23872.0,2915.0,5693.0,2778.0,18179.0,7500.0,4000.0,3500.0,0.0,0.0,0.0,0.0,553.0,1,new data,0
2,2.0,4.42,4.42,4.42,3,3,3,1,1,1,1,3,1,0,7,2.0,1.0,2.0,2.0,10,0.0,285.0,1,13.0,4982.0,4982.0,1206.0,1206.0,0.0,3776.0,1213.0,1213.0,0.0,0.0,0.0,0.0,0.0,285.0,1,new data,0
2,2.0,117.13,0.0,117.13,1,2,0,0,0,2,0,2,0,0,8,4.0,0.0,0.0,1.0,10,1193.2543,1189.29,1,18.0,16069.4066,16069.4066,0.0,0.0,0.0,16069.4066,0.0,0.0,0.0,1193.2543,1193.2543,0.0,0.0,1319.29,1,new data,0
2,2.0,12.61,0.0,12.61,2,2,1,0,0,2,1,2,0,0,0,2.0,2.0,2.0,2.0,2,0.0,199.0,1,12.0,6162.0,6162.0,0.0,0.0,0.0,6162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322.0,2,new data,1
1,0.0,98.32,98.32,0.0,1,1,0,1,0,0,0,1,1,0,3,0.0,0.0,0.0,0.0,5,-1.0,-1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33454.0,33454.0,0.0,0.0,0.0,0.0,0.0,0.0,0,new data,0
2,1.0,125.29,125.29,0.0,1,2,0,2,0,0,0,2,2,0,2,1.0,0.0,0.0,1.0,4,0.0,-1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10600.0,10600.0,0.0,0.0,0.0,0.0,0.0,0.0,0,new data,0
0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,2,-1.0,-1.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,new data,0
1,1.0,5.58,5.58,0.0,1,1,1,1,1,0,0,1,0,1,0,1.0,0.0,1.0,1.0,1,474.0,-1.0,1,0.0,474.0,474.0,0.0,474.0,474.0,0.0,474.0,0.0,474.0,474.0,474.0,0.0,474.0,0.0,1,new data,0
1,2.0,57.1,57.1,6.42,3,3,1,2,0,1,1,3,1,1,1,3.0,0.0,0.0,3.0,4,-1.0,658.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14100.0,1500.0,12600.0,0.0,0.0,0.0,0.0,658.0,0,new data,0
2,2.0,34.9,34.9,6.65,4,5,4,2,0,3,4,5,1,1,7,4.0,1.0,2.0,3.0,12,0.0,483.0,1,37.0,41374.0,41374.0,0.0,0.0,0.0,41374.0,1700.0,700.0,1000.0,0.0,0.0,0.0,0.0,651.0,0,new data,0
1,0.0,72.68,72.68,0.0,1,1,0,1,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,1,1.0,-1.0,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0,5000.0,5000.0,0.0,1.0,1.0,1.0,1.0,0.0,1,new data,0
2,1.0,29.19,0.0,29.19,2,2,1,0,0,2,1,2,0,0,0,1.0,0.0,1.0,1.0,2,0.0,422.0,1,16.0,18733.0,18733.0,0.0,0.0,0.0,18733.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,658.0,1,new data,0
2,0.0,15.68,15.68,11.81,2,2,1,1,0,1,1,2,1,0,5,0.0,0.0,0.0,0.0,7,0.0,158.0,1,13.0,2487.0,2487.0,384.0,384.0,0.0,2103.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,158.0,1,new data,0
1,0.0,34.23,23.61,34.23,2,5,0,1,0,4,0,5,1,0,3,0.0,0.0,0.0,0.0,8,-1.0,112.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,290.0,1,new data,0
2,0.0,139.0,0.0,139.0,2,2,0,0,0,2,0,1,0,0,1,0.0,0.0,0.0,0.0,3,145.0,260.0,3,25.0,13341.0,6408.0,0.0,0.0,0.0,13341.0,0.0,0.0,0.0,145.0,0.0,0.0,0.0,461.0,0,new data,0
1,0.0,49.13,0.0,49.13,1,1,0,0,0,1,0,1,0,0,1,0.0,0.0,0.0,0.0,2,423.0,1231.0,2,21.0,26235.0,26235.0,0.0,0.0,0.0,26235.0,0.0,0.0,0.0,423.0,423.0,0.0,0.0,1231.0,1,new data,0
2,1.0,58.23,0.0,58.23,2,3,3,0,0,3,3,3,0,0,6,3.0,0.0,1.0,2.0,9,6.0,185.0,1,3.0,7246.0,7246.0,0.0,0.0,0.0,7246.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,463.0,0,new data,0
1,0.0,16.65,0.0,16.65,1,1,0,0,0,1,0,1,0,0,4,0.0,0.0,0.0,0.0,5,211.0,138.0,1,20.0,2711.0,2711.0,0.0,0.0,0.0,2711.0,0.0,0.0,0.0,211.0,211.0,0.0,0.0,138.0,1,new data,0
1,0.0,114.87,0.0,114.87,1,1,0,0,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0,1,954.0,0.0,1,0.0,954.0,954.0,0.0,0.0,0.0,954.0,0.0,0.0,0.0,954.0,954.0,0.0,0.0,0.0,2,new data,1
1,0.0,70.97,0.0,70.97,1,1,0,0,0,1,0,0,0,0,4,0.0,0.0,0.0,0.0,7,1466.0,1484.0,2,222.0,329148.0,0.0,0.0,0.0,0.0,329148.0,0.0,0.0,0.0,1466.0,0.0,0.0,0.0,1484.0,0,new data,0
0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1,-1.0,-1.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,new data,0
4,7.0,22.19,14.35,22.19,2,7,4,2,1,5,3,7,2,0,17,14.0,5.0,7.0,10.0,24,421.0,767.0,1,28.0,55301.0,55301.0,0.0,0.0,0.0,55301.0,2000.0,2000.0,0.0,512.0,512.0,0.0,0.0,1408.0,1,new data,0
1,1.0,1.48,1.48,0.0,1,1,1,1,1,0,0,1,1,0,0,1.0,1.0,1.0,1.0,1,0.0,-1.0,1,0.0,2534.0,2534.0,2534.0,2534.0,0.0,0.0,2500.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,1,new data,0
1,0.0,47.9,0.0,47.9,1,1,0,0,0,1,0,1,0,0,5,0.0,0.0,0.0,0.0,6,12.0,0.0,1,0.0,12.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,1,new data,0
3,0.0,432.0,432.0,174.68,3,3,0,2,0,1,0,2,1,1,0,0.0,0.0,0.0,0.0,3,0.0,394.8999,2,0.0,91.0,91.0,0.0,91.0,91.0,0.0,16113.0,15113.0,1000.0,0.0,0.0,0.0,0.0,394.8999,0,new data,0
1,0.0,100.55,100.55,0.0,1,1,0,1,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,1,-1.0,-1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,new data,0
1,1.0,4.23,0.0,4.23,1,1,1,0,0,1,1,1,0,0,1,1.0,0.0,1.0,1.0,2,0.0,86.0,1,26.0,2252.0,2252.0,0.0,0.0,0.0,2252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0,new data,0
1,0.0,187.1,187.1,0.0,1,1,0,1,0,0,0,1,0,1,1,0.0,0.0,0.0,0.0,2,1.0,-1.0,1,0.0,301.0,301.0,0.0,301.0,301.0,0.0,300.0,0.0,300.0,1.0,1.0,0.0,1.0,0.0,0,new data,0
0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1,-1.0,-1.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,new data,0
2,3.0,6.23,6.23,4.1,2,2,2,1,1,1,1,2,1,0,0,3.0,0.0,2.0,3.0,2,0.0,207.0,1,6.0,1241.0,1241.0,0.0,0.0,0.0,1241.0,7500.0,7500.0,0.0,0.0,0.0,0.0,0.0,207.0,1,new data,0
2,0.0,104.39,104.39,0.0,1,2,0,2,0,0,0,2,2,0,1,0.0,0.0,0.0,0.0,3,0.0,-1.0,1,0.0,799.0,799.0,799.0,799.0,0.0,0.0,8010.0,8010.0,0.0,0.0,0.0,0.0,0.0,0.0,2,new data,1
1,1.0,124.1,124.1,0.0,1,1,0,1,0,0,0,1,0,1,0,1.0,1.0,1.0,1.0,1,-1.0,-1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0,new data,0
3,1.0,52.06,32.45,52.06,3,5,0,1,0,4,0,4,0,1,3,1.0,0.0,0.0,1.0,8,0.0,1499.7437,2,22.0,329601.4238,12157.0,0.0,1988.0,1988.0,327613.4238,2000.0,0.0,2000.0,0.0,0.0,0.0,0.0,1851.7437,0,new data,0
1,0.0,92.48,0.0,92.48,1,1,0,0,0,1,0,1,0,0,3,0.0,0.0,0.0,0.0,4,-1.0,172.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,2,new data,1
2,1.0,52.71,0.0,52.71,2,2,0,0,0,2,0,2,0,0,0,2.0,1.0,1.0,2.0,2,8837.0,3392.0,1,1.0,12239.0,12239.0,0.0,0.0,0.0,12239.0,0.0,0.0,0.0,12239.0,12239.0,0.0,0.0,3392.0,2,new data,1
1,4.0,12.42,0.0,12.42,1,1,0,0,0,1,0,1,0,0,0,4.0,0.0,0.0,2.0,1,3573.0,0.0,1,0.0,3573.0,3573.0,0.0,0.0,0.0,3573.0,0.0,0.0,0.0,3573.0,3573.0,0.0,0.0,0.0,2,new data,1
4,3.0,93.48,88.97,93.48,4,5,1,2,0,3,1,4,1,1,1,8.0,2.0,6.0,7.0,6,0.0,3214.0,4,19.0,129727.0,129727.0,5972.0,49244.0,43272.0,80483.0,50840.0,6840.0,44000.0,0.0,0.0,0.0,0.0,6241.732,1,new data,0
2,1.0,24.45,0.0,24.45,2,3,1,0,0,3,1,3,0,0,5,1.0,0.0,0.0,1.0,8,0.0,472.0,1,1.0,5377.0,5377.0,0.0,0.0,0.0,5377.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,983.0,0,new data,0
1,1.0,13.81,13.81,0.0,1,1,0,1,0,0,0,1,1,0,0,1.0,0.0,0.0,1.0,1,-1.0,-1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,new data,0
2,3.0,29.32,3.71,29.32,2,2,1,1,1,1,0,2,0,1,4,3.0,0.0,0.0,1.0,7,12870.0,0.0,2,0.0,13725.0,13725.0,0.0,855.0,855.0,12870.0,700.0,0.0,700.0,12870.0,12870.0,0.0,0.0,0.0,2,new data,1
1,1.0,44.84,44.84,0.0,1,1,0,1,0,0,0,1,1,0,0,3.0,3.0,3.0,3.0,1,0.0,-1.0,1,0.0,3010.0,3010.0,3010.0,3010.0,0.0,0.0,3000.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,1,new data,0
1,1.0,2.19,0.0,2.19,1,1,3,0,0,1,3,1,0,0,6,3.0,1.0,2.0,2.0,7,0.0,137.0,1,28.0,3874.0,3874.0,0.0,0.0,0.0,3874.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,1,new data,0
1,0.0,11.87,0.0,11.87,1,1,1,0,0,1,1,1,0,0,3,0.0,0.0,0.0,0.0,4,3662.0,0.0,1,0.0,3662.0,3662.0,0.0,0.0,0.0,3662.0,0.0,0.0,0.0,3662.0,3662.0,0.0,0.0,0.0,2,new data,1
2,0.0,188.9,78.23,188.9,2,2,0,1,0,1,0,2,0,1,0,0.0,0.0,0.0,0.0,2,0.0,0.0,1,0.0,1504.0,1504.0,0.0,1504.0,1504.0,0.0,1500.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,2,new data,1
1,0.0,28.74,0.0,28.74,1,1,0,0,0,1,0,1,0,0,1,0.0,0.0,0.0,0.0,2,0.0,314.0,1,18.0,5506.0,5506.0,0.0,0.0,0.0,5506.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314.0,0,new data,0
1,0.0,32.68,0.0,32.68,1,1,0,0,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0,1,0.0,164.0,1,108.0,17674.0,17674.0,0.0,0.0,0.0,17674.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0,1,new data,0
1,0.0,93.68,0.0,93.68,1,1,0,0,0,1,0,1,0,0,1,0.0,0.0,0.0,0.0,2,0.0,0.0,1,0.0,116.0,116.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,new data,0
2,0.0,47.65,47.65,13.26,2,2,0,1,0,1,0,2,1,0,4,0.0,0.0,0.0,0.0,6,2540.0,1702.0,1,1.0,4588.0,4588.0,2540.0,2540.0,0.0,2048.0,2000.0,2000.0,0.0,4588.0,4588.0,2540.0,2540.0,1702.0,2,new data,1
2,2.0,150.87,140.55,150.87,3,3,1,1,0,2,1,2,0,1,0,3.0,1.0,2.0,2.0,3,0.0,799.6982,2,1.0,112912.1038,6048.0,0.0,5925.0,5925.0,106987.1038,15000.0,0.0,15000.0,0.0,0.0,0.0,0.0,922.6982,0,new data,0
1,0.0,12.94,0.0,12.94,1,1,0,0,0,1,0,1,0,0,2,0.0,0.0,0.0,0.0,3,0.0,670.0,1,62.0,41601.0,41601.0,0.0,0.0,0.0,41601.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,670.0,0,new data,0
1,0.0,300.0,300.0,0.0,1,1,0,1,0,0,0,1,0,1,0,0.0,0.0,0.0,0.0,1,0.0,-1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0,0.0,700.0,0.0,0.0,0.0,0.0,0.0,0,new data,0
2,1.0,303.77,303.77,21.13,3,3,1,1,0,2,1,3,0,1,4,1.0,0.0,0.0,0.0,7,0.0,499.0,2,4.0,3254.0,3254.0,0.0,0.0,0.0,3254.0,1000.0,0.0,1000.0,0.0,0.0,0.0,0.0,545.0,0,new data,0
2,1.0,191.0,191.0,16.61,3,3,1,1,0,2,1,3,0,1,7,1.0,0.0,0.0,1.0,10,0.0,328.0,2,2.0,19003.0,19003.0,0.0,1565.0,1565.0,17438.0,4000.0,0.0,4000.0,0.0,0.0,0.0,0.0,398.0,0,new data,0
2,0.0,102.1,102.1,19.35,2,3,0,2,0,1,0,3,2,0,2,0.0,0.0,0.0,0.0,5,0.0,227.0,1,18.0,9361.0,9361.0,5365.0,5365.0,0.0,3996.0,11000.0,11000.0,0.0,0.0,0.0,0.0,0.0,227.0,0,new data,0
1,1.0,195.61,195.61,3.94,3,3,2,2,1,1,1,3,1,1,4,1.0,0.0,1.0,1.0,7,38.0,309.0,1,25.0,8917.0,8917.0,64.0,1335.0,1271.0,7582.0,3000.0,1000.0,2000.0,38.0,38.0,38.0,38.0,309.0,1,new data,0
1,2.0,2.19,0.0,2.19,1,1,1,0,0,1,1,1,0,0,0,2.0,2.0,2.0,2.0,1,192.0,186.0,1,49.0,9065.0,9065.0,0.0,0.0,0.0,9065.0,0.0,0.0,0.0,192.0,192.0,0.0,0.0,186.0,1,new data,0
1,0.0,103.65,0.0,103.65,1,1,0,0,0,1,0,1,0,0,2,0.0,0.0,0.0,0.0,3,22.0,0.0,1,0.0,22.0,22.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,22.0,22.0,0.0,0.0,0.0,1,new data,0
2,0.0,269.84,269.84,110.65,3,3,0,1,0,2,0,2,0,1,0,0.0,0.0,0.0,0.0,3,1.0,361.0,4,186.0,67103.0,1.0,0.0,0.0,0.0,67103.0,1000.0,0.0,1000.0,1.0,1.0,0.0,0.0,361.0,1,new data,0
2,8.0,14.61,0.0,14.61,1,2,1,0,0,2,1,2,0,0,5,14.0,4.0,8.0,10.0,7,580.0,564.0,1,23.0,37170.0,37170.0,0.0,0.0,0.0,37170.0,0.0,0.0,0.0,580.0,580.0,0.0,0.0,707.0,2,new data,1
2,0.0,198.1,198.1,43.29,2,2,0,1,0,1,0,1,0,1,0,0.0,0.0,0.0,0.0,2,4.0,2342.0,4,221.0,517185.0,4.0,0.0,4.0,4.0,517181.0,4.0,0.0,4.0,4.0,4.0,0.0,4.0,2342.0,1,new data,0
1,1.0,4.16,0.0,4.16,1,1,1,0,0,1,1,1,0,0,3,1.0,0.0,1.0,1.0,4,0.0,175.0,2,8.0,1357.0,1357.0,0.0,0.0,0.0,1357.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,0,new data,0
3,3.0,12.55,7.39,12.55,2,5,4,1,1,4,3,5,1,0,2,5.0,1.0,1.0,3.0,7,0.0,460.0,1,10.0,7392.0,7392.0,0.0,0.0,0.0,7392.0,5000.0,5000.0,0.0,0.0,0.0,0.0,0.0,811.0,1,new data,0
2,0.0,59.03,47.45,59.03,2,4,0,1,0,3,0,4,1,0,8,0.0,0.0,0.0,0.0,12,191758.0,113842.0,1,2.0,285333.0,285333.0,1513.0,1513.0,0.0,283820.0,1513.0,1513.0,0.0,285299.0,285299.0,1479.0,1479.0,113842.0,2,new data,1
1,0.0,69.94,0.0,69.94,1,1,1,0,0,1,0,0,0,0,6,0.0,0.0,0.0,0.0,7,-1.0,1423.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1423.0,1,new data,0
2,2.0,27.65,0.0,27.65,2,3,3,0,0,3,3,3,0,0,41,6.0,2.0,5.0,5.0,44,0.0,555.0,1,60.0,98991.0,98991.0,0.0,0.0,0.0,98991.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1504.0,1,new data,0
4,1.0,90.23,90.23,32.68,3,5,1,3,0,2,1,5,2,1,7,1.0,0.0,0.0,1.0,12,0.0,787.0,1,9.0,17242.0,17242.0,3378.0,3378.0,0.0,13864.0,3800.0,3800.0,0.0,0.0,0.0,0.0,0.0,984.0,0,new data,0
1,0.0,157.9,157.9,0.0,1,1,0,1,0,0,0,1,0,1,0,0.0,0.0,0.0,0.0,1,-1.0,-1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0,new data,0
1,0.0,67.61,0.0,67.61,1,1,0,0,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0,1,-1.0,174.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,2,new data,1
1,1.0,3.35,0.0,3.35,1,1,1,0,0,1,1,1,0,0,3,1.0,0.0,1.0,1.0,4,3.0,397.0,1,46.0,18338.0,18338.0,0.0,0.0,0.0,18338.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,397.0,1,new data,0
1,1.0,42.84,42.84,15.16,2,2,1,1,1,1,0,2,1,0,3,1.0,0.0,0.0,0.0,6,0.0,97.0,1,7.0,678.0,678.0,0.0,0.0,0.0,678.0,5000.0,5000.0,0.0,0.0,0.0,0.0,0.0,97.0,0,new data,0
3,1.0,31.48,31.48,19.84,3,4,0,2,0,2,0,4,1,1,7,1.0,0.0,0.0,0.0,11,13728.0,0.0,1,0.0,22183.0,22183.0,0.0,1000.0,1000.0,21183.0,1500.0,500.0,1000.0,21183.0,21183.0,0.0,0.0,0.0,2,new data,1
1,1.0,107.74,0.0,107.74,1,1,0,0,0,1,0,0,0,0,3,1.0,0.0,1.0,1.0,4,622.4252,1193.6382,1,4465.0,343464.4678,0.0,0.0,0.0,0.0,343464.4678,0.0,0.0,0.0,622.4252,0.0,0.0,0.0,1193.6382,2,new data,1
1,0.0,217.35,217.35,0.0,1,1,0,1,0,0,0,1,0,1,0,0.0,0.0,0.0,0.0,1,0.0,-1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0,new data,0
1,0.0,36.71,0.0,36.71,1,3,0,0,0,3,0,3,0,0,4,0.0,0.0,0.0,0.0,8,144.0,322.0,3,14.0,12628.0,12628.0,0.0,0.0,0.0,12628.0,0.0,0.0,0.0,144.0,144.0,0.0,0.0,609.0,1,new data,0
2,1.0,42.68,5.26,42.68,2,2,1,1,1,1,0,2,0,1,6,3.0,0.0,3.0,3.0,8,0.0,258.0,1,0.0,294.0,294.0,0.0,294.0,294.0,0.0,2500.0,0.0,2500.0,0.0,0.0,0.0,0.0,258.0,0,new data,0
1,0.0,70.23,69.0,70.23,2,2,0,1,0,1,0,1,1,0,1,0.0,0.0,0.0,0.0,3,0.0,1291.0,2,192.0,252893.0,4476.0,4476.0,4476.0,0.0,248417.0,5000.0,5000.0,0.0,0.0,0.0,0.0,0.0,1291.0,0,new data,0
1,0.0,63.16,22.68,63.16,2,2,0,1,0,1,0,1,1,0,4,0.0,0.0,0.0,0.0,6,-1.0,710.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,3000.0,0.0,0.0,0.0,0.0,0.0,710.0,0,new data,0
2,0.0,28.61,28.35,28.61,2,2,0,1,0,1,0,1,1,0,5,0.0,0.0,0.0,0.0,7,0.0,778.0,1,158.0,123017.0,0.0,0.0,0.0,0.0,123017.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,778.0,1,new data,0
1,1.0,12.39,0.0,12.39,1,1,0,0,0,1,0,1,0,0,1,1.0,0.0,0.0,0.0,2,-1.0,155.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,1,new data,0
1,0.0,176.45,176.45,0.0,1,1,0,1,0,0,0,1,0,1,2,0.0,0.0,0.0,0.0,3,39.0,-1.0,2,0.0,4039.0,4039.0,0.0,4039.0,4039.0,0.0,4000.0,0.0,4000.0,39.0,39.0,0.0,39.0,0.0,2,new data,1
1,1.0,25.45,25.45,0.0,1,1,0,1,0,0,0,1,1,0,1,1.0,0.0,1.0,1.0,2,-1.0,-1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4800.0,4800.0,0.0,0.0,0.0,0.0,0.0,0.0,1,new data,0
