ILE_BANKOW,ILE_BANKOW_12,ILE_MIES_OD_NAJSTAR_OTW,ILE_MIES_OD_NAJSTAR_OTW_NRAT,ILE_MIES_OD_NAJSTAR_OTW_RAT,ILE_PRODUKTOW,ILE_RACH_OTW,ILE_RACH_OTW_12,ILE_RACH_OTW_NRAT,ILE_RACH_OTW_NRAT_12,ILE_RACH_OTW_RAT,ILE_RACH_OTW_RAT_12,ILE_RACH_OTW_BEZ_HIPO,ILE_RACH_OTW_KARTY,ILE_RACH_OTW_ODNAWIALNE,ILE_RACH_ZAMK,ILE_ZAPYTAN_12,ILE_ZAPYTAN_3,ILE_ZAPYTAN_6,ILE_ZAPYTAN_9,L_RACHUNKOW,MAX_NAL_WYMAGAL,MAX_RATA,MAX_WNIOSKODAWCY,MIN_L_RAT_DO_SPLATY,SUMA_DO_SPLATY,SUMA_DO_SPLATY_BEZ_HIPO,SUMA_DO_SPLATY_KARTY,SUMA_DO_SPLATY_NRAT,SUMA_DO_SPLATY_ODNAWIALNE,SUMA_DO_SPLATY_RAT,SUMA_LIMIT,SUMA_LIMIT_KARTY,SUMA_LIMIT_ODNAWIALNE,SUMA_NAL_WYMAGAL,SUMA_NAL_WYMAGAL_BEZ_HIPO,SUMA_NAL_WYMAGAL_KARTY,SUMA_NAL_WYMAGAL_NRAT,SUMA_RATA,STATUS,dataset
1,0.0,19.0,0.0,19.0,1,1,0,0,0,1,0,1,0,0,2,0.0,0.0,0.0,0.0,3,0.0,151.0,1,11.0,1693.0,1693.0,0.0,0.0,0.0,1693.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,0,bik
1,2.0,23.0,23.0,12.0,3,3,2,1,0,1,0,3,1,0,2,3.0,1.0,3.0,3.0,5,-1.0,379.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,379.0,0,bik
4,0.0,99.0,99.0,53.0,4,6,2,3,0,3,2,5,2,1,4,0.0,0.0,0.0,0.0,10,0.0,889.0,2,29.0,90228.0,54390.0,4876.0,5601.0,725.0,84627.0,8800.0,8000.0,800.0,0.0,0.0,0.0,0.0,1892.0,0,bik
2,1.0,136.0,136.0,8.0,2,2,1,1,0,1,1,2,0,1,0,1.0,0.0,0.0,1.0,2,0.0,163.0,2,4.0,653.0,653.0,0.0,0.0,0.0,653.0,300.0,0.0,300.0,0.0,0.0,0.0,0.0,163.0,0,bik
0,1.0,0.0,0.0,0.0,0,0,1,0,0,0,1,0,0,0,3,1.0,0.0,1.0,1.0,3,-1.0,-1.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,bik
2,0.0,22.0,22.0,7.0,2,2,1,1,0,1,1,2,1,0,0,0.0,0.0,0.0,0.0,2,0.0,110.0,1,4.0,442.0,442.0,0.0,0.0,0.0,442.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,110.0,0,bik
1,0.0,11.0,0.0,11.0,1,1,1,0,0,1,1,1,0,0,2,0.0,0.0,0.0,0.0,3,1.0,98.0,1,20.0,1934.0,1934.0,0.0,0.0,0.0,1934.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,98.0,0,bik
1,0.0,17.0,17.0,0.0,1,1,0,1,0,0,0,1,1,0,1,0.0,0.0,0.0,0.0,2,0.0,-1.0,1,0.0,518.0,518.0,518.0,518.0,0.0,0.0,2800.0,2800.0,0.0,0.0,0.0,0.0,0.0,0.0,0,bik
1,1.0,10.0,10.0,1.0,2,2,2,1,1,1,1,2,0,1,0,1.0,0.0,0.0,0.0,2,0.0,146.0,1,28.0,5237.0,5237.0,0.0,1189.0,1189.0,4048.0,1200.0,0.0,1200.0,0.0,0.0,0.0,0.0,146.0,0,bik
1,0.0,67.0,67.0,0.0,1,1,0,1,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,1,0.0,-1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5600.0,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,0,bik
1,1.0,4.0,0.0,4.0,1,1,1,0,0,1,1,1,0,0,0,1.0,0.0,1.0,1.0,1,83.0,82.0,1,27.0,2185.0,2185.0,0.0,0.0,0.0,2185.0,0.0,0.0,0.0,83.0,83.0,0.0,0.0,82.0,0,bik
1,0.0,160.0,160.0,0.0,1,1,0,1,0,0,0,1,0,1,0,0.0,0.0,0.0,0.0,1,0.0,-1.0,2,0.0,1755.0,1755.0,0.0,1755.0,1755.0,0.0,2500.0,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,0,bik
5,0.0,141.0,141.0,108.0,4,7,0,5,0,2,0,6,3,2,0,0.0,0.0,0.0,0.0,7,5.0,791.0,2,651.0,67825.0,16364.0,7608.0,12739.0,5131.0,55086.0,23900.0,18400.0,5500.0,5.0,5.0,0.0,5.0,791.0,0,bik
2,1.0,118.0,118.0,22.0,2,3,1,1,0,2,1,3,0,1,2,2.0,1.0,2.0,2.0,5,0.0,404.0,2,27.0,41453.0,41453.0,0.0,1594.0,1594.0,39859.0,1800.0,0.0,1800.0,0.0,0.0,0.0,0.0,586.0,0,bik
3,1.0,193.0,193.0,7.0,2,3,2,1,0,2,2,3,0,1,0,2.0,1.0,1.0,2.0,3,0.0,137.0,2,4.0,10777.0,10777.0,0.0,8593.0,8593.0,2184.0,10000.0,0.0,10000.0,0.0,0.0,0.0,0.0,262.0,0,bik
0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1,-1.0,-1.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,bik
1,0.0,17.0,17.0,0.0,1,1,0,1,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,1,-1.0,-1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0,bik
1,0.0,20.0,20.0,20.0,2,2,0,1,0,1,0,2,0,1,1,0.0,0.0,0.0,0.0,3,0.0,53.0,2,4.0,211.0,211.0,0.0,0.0,0.0,211.0,2000.0,0.0,2000.0,0.0,0.0,0.0,0.0,53.0,0,bik
1,0.0,58.0,58.0,0.0,1,2,0,2,0,0,0,2,2,0,1,0.0,0.0,0.0,0.0,3,0.0,-1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14500.0,14500.0,0.0,0.0,0.0,0.0,0.0,0.0,0,bik
2,1.0,35.0,35.0,12.0,2,2,1,1,0,1,1,2,0,1,0,1.0,0.0,0.0,0.0,2,0.0,404.0,2,9.0,3641.0,3641.0,0.0,0.0,0.0,3641.0,10000.0,0.0,10000.0,0.0,0.0,0.0,0.0,404.0,0,bik
2,1.0,23.0,23.0,7.0,2,3,2,1,0,2,2,3,1,0,0,2.0,1.0,1.0,2.0,3,0.0,132.0,1,5.0,3421.0,3421.0,402.0,402.0,0.0,3019.0,5500.0,5500.0,0.0,0.0,0.0,0.0,0.0,222.0,0,bik
1,1.0,50.0,0.0,50.0,1,1,0,0,0,1,0,0,0,0,1,2.0,1.0,1.0,1.0,3,0.0,396.0,2,119.0,46975.0,0.0,0.0,0.0,0.0,46975.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,396.0,0,bik
1,0.0,138.0,138.0,0.0,1,1,0,1,0,0,0,1,0,1,0,0.0,0.0,0.0,0.0,1,0.0,-1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0,bik
1,0.0,94.0,94.0,0.0,2,2,0,2,0,0,0,2,1,1,2,0.0,0.0,0.0,0.0,4,0.0,-1.0,1,0.0,92.0,92.0,92.0,92.0,0.0,0.0,2700.0,1700.0,1000.0,0.0,0.0,0.0,0.0,0.0,0,bik
5,1.0,49.0,17.0,49.0,4,5,1,1,0,4,1,4,1,0,2,1.0,0.0,1.0,1.0,7,0.0,436.0,1,1.0,43424.0,389.0,0.0,0.0,0.0,43424.0,10000.0,10000.0,0.0,0.0,0.0,0.0,0.0,929.0,0,bik
4,3.0,135.0,135.0,105.0,3,6,2,3,0,3,2,5,3,0,1,4.0,0.0,0.0,2.0,7,1.0,993.0,2,2.0,143842.0,20570.0,18570.0,18570.0,0.0,125272.0,24900.0,24900.0,0.0,1.0,1.0,0.0,0.0,1993.0,0,bik
2,3.0,8.0,8.0,8.0,2,3,3,1,1,2,2,3,0,1,0,5.0,2.0,3.0,5.0,3,0.0,130.0,1,7.0,912.0,912.0,0.0,0.0,0.0,912.0,1000.0,0.0,1000.0,0.0,0.0,0.0,0.0,234.0,0,bik
3,2.0,81.0,81.0,18.0,3,4,2,1,0,3,2,4,1,0,3,2.0,0.0,1.0,1.0,7,0.0,330.0,1,17.0,10048.0,10048.0,0.0,0.0,0.0,10048.0,4500.0,4500.0,0.0,0.0,0.0,0.0,0.0,605.0,0,bik
1,0.0,51.0,51.0,0.0,1,1,0,1,0,0,0,1,1,0,2,0.0,0.0,0.0,0.0,3,0.0,-1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,bik
2,1.0,110.0,110.0,26.0,3,3,1,2,0,1,1,3,1,1,2,1.0,0.0,0.0,0.0,5,0.0,292.0,1,9.0,5349.0,5349.0,388.0,2740.0,2352.0,2609.0,8100.0,1500.0,6600.0,0.0,0.0,0.0,0.0,292.0,0,bik
1,1.0,6.0,0.0,6.0,1,1,1,0,0,1,1,0,0,0,0,1.0,0.0,0.0,1.0,1,0.0,1368.0,1,162.0,221177.0,0.0,0.0,0.0,0.0,221177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1368.0,0,bik
3,0.0,37.0,37.0,33.0,2,3,0,2,0,1,0,3,2,0,1,0.0,0.0,0.0,0.0,4,1010.0,940.0,1,51.0,54059.0,54059.0,6161.0,6161.0,0.0,47898.0,6900.0,6900.0,0.0,1010.0,1010.0,0.0,0.0,940.0,0,bik
2,3.0,10.0,10.0,10.0,2,4,4,1,1,3,3,4,0,1,1,5.0,1.0,2.0,2.0,5,0.0,310.0,1,2.0,14305.0,14305.0,0.0,2983.0,2983.0,11322.0,3000.0,0.0,3000.0,0.0,0.0,0.0,0.0,698.0,0,bik
1,0.0,125.0,125.0,55.0,2,2,0,1,0,1,0,1,0,1,0,0.0,0.0,0.0,0.0,2,0.0,377.0,2,1060.0,42510.0,0.0,0.0,0.0,0.0,42510.0,15800.0,0.0,15800.0,0.0,0.0,0.0,0.0,377.0,0,bik
1,0.0,28.0,28.0,15.0,2,3,0,2,0,1,0,3,2,0,0,0.0,0.0,0.0,0.0,3,38.0,511.0,1,40.0,24492.0,24492.0,3850.0,3850.0,0.0,20642.0,3900.0,3900.0,0.0,38.0,38.0,38.0,38.0,511.0,0,bik
2,1.0,48.0,48.0,8.0,2,2,1,1,0,1,1,1,1,0,0,1.0,0.0,0.0,1.0,2,0.0,773.0,1,47.0,36019.0,46.0,46.0,46.0,0.0,35973.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,773.0,0,bik
1,0.0,14.0,0.0,14.0,1,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,1030.0,2,139.0,142891.0,0.0,0.0,0.0,0.0,142891.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1030.0,0,bik
0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1,-1.0,-1.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,bik
1,1.0,40.0,40.0,0.0,1,1,0,1,0,0,0,1,0,1,1,1.0,0.0,0.0,0.0,2,0.0,-1.0,1,0.0,986.0,986.0,0.0,986.0,986.0,0.0,1000.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0,bik
2,0.0,95.0,11.0,95.0,3,4,1,1,1,3,0,4,0,1,1,0.0,0.0,0.0,0.0,5,0.0,472.0,3,33.0,4958.0,4958.0,0.0,0.0,0.0,4958.0,4000.0,0.0,4000.0,0.0,0.0,0.0,0.0,962.0,0,bik
1,1.0,7.0,0.0,7.0,1,1,2,0,0,1,2,1,0,0,2,2.0,0.0,0.0,1.0,3,0.0,142.0,1,18.0,2571.0,2571.0,0.0,0.0,0.0,2571.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,0,bik
1,0.0,116.0,116.0,0.0,1,1,0,1,0,0,0,1,0,1,0,0.0,0.0,0.0,0.0,1,0.0,-1.0,1,0.0,701.0,701.0,0.0,701.0,701.0,0.0,10000.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0,bik
2,1.0,116.0,116.0,4.0,2,2,1,1,0,1,1,2,0,1,1,1.0,0.0,1.0,1.0,3,0.0,102.0,2,7.0,719.0,719.0,0.0,0.0,0.0,719.0,2000.0,0.0,2000.0,0.0,0.0,0.0,0.0,102.0,0,bik
1,1.0,5.0,0.0,5.0,1,1,1,0,0,1,1,1,0,0,4,1.0,0.0,1.0,1.0,5,0.0,117.0,1,7.0,782.0,782.0,0.0,0.0,0.0,782.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,0,bik
1,0.0,46.0,0.0,46.0,1,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,491.0,2,105.0,51315.0,0.0,0.0,0.0,0.0,51315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491.0,0,bik
1,1.0,10.0,10.0,0.0,1,1,1,1,1,0,0,1,1,0,0,1.0,0.0,0.0,0.0,1,0.0,-1.0,1,0.0,840.0,840.0,840.0,840.0,0.0,0.0,5500.0,5500.0,0.0,0.0,0.0,0.0,0.0,0.0,0,bik
3,1.0,128.0,128.0,15.0,3,3,0,2,0,1,0,3,1,1,0,1.0,0.0,0.0,0.0,3,0.0,140.0,1,10.0,4365.0,4365.0,2927.0,2927.0,0.0,1438.0,3300.0,3000.0,300.0,0.0,0.0,0.0,0.0,140.0,0,bik
2,2.0,45.0,45.0,0.0,2,2,0,2,0,0,0,2,0,2,2,2.0,2.0,2.0,2.0,4,0.0,-1.0,2,0.0,5299.0,5299.0,0.0,5299.0,5299.0,0.0,6300.0,0.0,6300.0,0.0,0.0,0.0,0.0,0.0,0,bik
1,2.0,3.0,0.0,3.0,1,1,1,0,0,1,1,1,0,0,0,2.0,1.0,1.0,1.0,1,0.0,196.0,1,10.0,2031.0,2031.0,0.0,0.0,0.0,2031.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.0,0,bik
0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,-1.0,-1.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,bik
3,2.0,14.0,14.0,3.0,3,5,4,3,2,2,2,5,2,1,1,4.0,3.0,3.0,3.0,6,0.0,216.0,1,7.0,5282.0,5282.0,2167.0,2874.0,707.0,2408.0,12000.0,8500.0,3500.0,0.0,0.0,0.0,0.0,263.0,0,bik
1,0.0,41.0,0.0,41.0,1,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,2,0.0,34709.0,0.0,0.0,0.0,0.0,34709.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,bik
2,0.0,124.0,124.0,43.0,2,3,0,1,0,2,0,3,0,1,1,0.0,0.0,0.0,0.0,4,0.0,322.0,2,24.0,14094.0,14094.0,0.0,923.0,923.0,13171.0,2500.0,0.0,2500.0,0.0,0.0,0.0,0.0,322.0,0,bik
9,1.0,90.0,90.0,0.0,2,13,0,13,0,0,0,13,12,1,2,2.0,0.0,0.0,0.0,15,0.0,-1.0,1,0.0,27383.0,27383.0,23199.0,27383.0,4184.0,0.0,62300.0,55300.0,7000.0,0.0,0.0,0.0,0.0,0.0,0,bik
1,1.0,2.0,0.0,2.0,1,1,1,0,0,1,1,1,0,0,0,1.0,1.0,1.0,1.0,1,0.0,0.0,1,0.0,2638.0,2638.0,0.0,0.0,0.0,2638.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,bik
2,2.0,24.0,24.0,9.0,2,3,2,2,1,1,1,3,2,0,0,2.0,0.0,0.0,1.0,3,0.0,29.0,1,22.0,1481.0,1481.0,835.0,835.0,0.0,646.0,6300.0,6300.0,0.0,0.0,0.0,0.0,0.0,29.0,0,bik
3,2.0,49.0,49.0,12.0,2,4,1,3,0,1,1,4,3,0,3,5.0,2.0,2.0,3.0,7,0.0,403.0,1,0.0,38.0,38.0,38.0,38.0,0.0,0.0,11300.0,11300.0,0.0,0.0,0.0,0.0,0.0,403.0,0,bik
2,1.0,107.0,0.0,107.0,2,2,1,0,0,2,1,1,0,0,1,1.0,0.0,0.0,0.0,3,0.0,791.0,2,11.0,24597.0,8316.0,0.0,0.0,0.0,24597.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1136.0,0,bik
1,1.0,4.0,0.0,4.0,1,1,2,0,0,1,2,1,0,0,3,2.0,0.0,1.0,1.0,4,0.0,152.0,1,6.0,955.0,955.0,0.0,0.0,0.0,955.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,0,bik
3,3.0,141.0,141.0,14.0,2,3,2,1,0,2,1,3,0,1,12,6.0,1.0,2.0,2.0,16,0.0,1279.0,2,20.0,53004.0,53004.0,0.0,3955.0,3955.0,49049.0,5000.0,0.0,5000.0,0.0,0.0,0.0,0.0,1366.0,0,bik
1,0.0,3.0,0.0,3.0,1,1,1,0,0,1,1,1,0,0,1,0.0,0.0,0.0,0.0,2,0.0,278.0,1,19.0,5360.0,5360.0,0.0,0.0,0.0,5360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278.0,0,bik
1,1.0,117.0,117.0,0.0,1,1,0,1,0,0,0,1,0,1,1,1.0,0.0,0.0,1.0,2,0.0,-1.0,1,0.0,2908.0,2908.0,0.0,2908.0,2908.0,0.0,3900.0,0.0,3900.0,0.0,0.0,0.0,0.0,0.0,0,bik
1,1.0,66.0,66.0,0.0,1,1,0,1,0,0,0,1,1,0,0,1.0,0.0,0.0,0.0,1,0.0,-1.0,1,0.0,922.0,922.0,922.0,922.0,0.0,0.0,2500.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0,bik
1,0.0,75.0,0.0,75.0,1,1,0,0,0,1,0,1,0,0,1,0.0,0.0,0.0,0.0,2,191.0,123.0,1,2.0,191.0,191.0,0.0,0.0,0.0,191.0,0.0,0.0,0.0,191.0,191.0,0.0,0.0,123.0,0,bik
1,1.0,3.0,0.0,3.0,1,1,1,0,0,1,1,1,0,0,0,1.0,1.0,1.0,1.0,1,0.0,37450.0,1,1.0,37450.0,37450.0,0.0,0.0,0.0,37450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37450.0,0,bik
2,3.0,35.0,35.0,1.0,3,3,1,2,0,1,1,3,1,1,3,7.0,2.0,3.0,4.0,6,0.0,434.0,2,0.0,3004.0,3004.0,512.0,3004.0,2492.0,0.0,3000.0,500.0,2500.0,0.0,0.0,0.0,0.0,434.0,0,bik
3,1.0,116.0,116.0,28.0,3,4,0,2,0,2,0,4,1,1,3,2.0,1.0,2.0,2.0,7,0.0,230.0,2,6.0,29168.0,29168.0,1106.0,2568.0,1462.0,26600.0,7300.0,5500.0,1800.0,0.0,0.0,0.0,0.0,230.0,0,bik
0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1,-1.0,-1.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,bik
0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,2,-1.0,-1.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,bik
1,1.0,5.0,5.0,3.0,2,2,2,1,1,1,1,1,1,0,1,1.0,0.0,1.0,1.0,3,0.0,301.0,3,175.0,52693.0,3.0,3.0,3.0,0.0,52690.0,2500.0,2500.0,0.0,0.0,0.0,0.0,0.0,301.0,0,bik
2,3.0,15.0,15.0,12.0,3,3,1,1,0,2,1,3,1,0,1,4.0,1.0,2.0,3.0,4,20.0,2594.0,1,8.0,149263.0,149263.0,9735.0,9735.0,0.0,139528.0,10000.0,10000.0,0.0,20.0,20.0,0.0,0.0,2786.0,0,bik
1,1.0,2.0,0.0,2.0,1,1,1,0,0,1,1,1,0,0,1,1.0,1.0,1.0,1.0,2,0.0,222.0,1,10.0,2237.0,2237.0,0.0,0.0,0.0,2237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222.0,0,bik
1,0.0,132.0,0.0,132.0,1,1,0,0,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0,1,0.0,149.0,1,0.0,16.0,16.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,0,bik
0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,2,-1.0,-1.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,bik
3,1.0,48.0,0.0,48.0,2,3,1,0,0,3,1,3,0,0,0,1.0,0.0,0.0,1.0,3,0.0,606.0,1,13.0,27796.0,27796.0,0.0,0.0,0.0,27796.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730.0,0,bik
1,0.0,52.0,52.0,0.0,1,1,0,1,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,1,0.0,-1.0,1,0.0,1997.0,1997.0,1997.0,1997.0,0.0,0.0,3100.0,3100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,bik
1,0.0,16.0,0.0,16.0,1,1,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,2,0.0,897.0,2,87.0,77928.0,0.0,0.0,0.0,0.0,77928.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,897.0,0,bik
1,2.0,9.0,9.0,0.0,1,1,1,1,1,0,0,1,1,0,0,2.0,1.0,1.0,1.0,1,0.0,-1.0,1,0.0,1842.0,1842.0,1842.0,1842.0,0.0,0.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,bik
2,1.0,61.0,0.0,61.0,1,2,1,0,0,2,1,2,0,0,0,1.0,0.0,1.0,1.0,2,238.0,658.0,2,17.0,25668.0,25668.0,0.0,0.0,0.0,25668.0,0.0,0.0,0.0,238.0,238.0,0.0,0.0,896.0,0,bik
3,2.0,23.0,23.0,13.0,3,4,2,2,1,2,1,4,2,0,2,2.0,0.0,0.0,2.0,6,0.0,60.0,1,10.0,9368.0,9368.0,1212.0,1212.0,0.0,8156.0,5200.0,5200.0,0.0,0.0,0.0,0.0,0.0,60.0,0,bik
1,1.0,10.0,0.0,10.0,1,1,1,0,0,1,1,0,0,0,2,1.0,0.0,0.0,0.0,3,0.0,0.0,2,0.0,155400.0,0.0,0.0,0.0,0.0,155400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,bik
2,0.0,76.0,76.0,27.0,2,2,0,1,0,1,0,1,0,1,0,0.0,0.0,0.0,0.0,2,0.0,2297.0,2,2869.0,658322.0,0.0,0.0,0.0,0.0,658322.0,300.0,0.0,300.0,0.0,0.0,0.0,0.0,2297.0,0,bik
2,1.0,29.0,29.0,4.0,3,3,2,1,0,2,2,3,1,0,2,1.0,0.0,1.0,1.0,5,1.0,498.0,1,9.0,11971.0,11971.0,0.0,0.0,0.0,11971.0,2000.0,2000.0,0.0,1.0,1.0,0.0,0.0,736.0,0,bik
3,2.0,59.0,59.0,16.0,3,5,2,1,0,4,2,5,0,1,4,3.0,0.0,0.0,1.0,9,2.0,202.0,2,15.0,30078.0,30078.0,0.0,0.0,0.0,30078.0,300.0,0.0,300.0,2.0,2.0,0.0,0.0,439.0,0,bik
2,0.0,22.0,10.0,22.0,2,2,1,1,1,1,0,1,0,1,0,0.0,0.0,0.0,0.0,2,0.0,691.0,2,185.0,145693.0,17992.0,0.0,17992.0,17992.0,127701.0,18000.0,0.0,18000.0,0.0,0.0,0.0,0.0,691.0,0,bik
1,1.0,14.0,14.0,13.0,3,3,1,2,1,1,0,3,1,1,6,1.0,0.0,0.0,0.0,9,-1.0,463.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12050.0,10000.0,2050.0,0.0,0.0,0.0,0.0,463.0,0,bik
1,1.0,92.0,92.0,0.0,2,2,1,2,1,0,0,2,1,1,0,1.0,0.0,0.0,0.0,2,0.0,-1.0,2,0.0,23.0,23.0,23.0,23.0,0.0,0.0,8000.0,1000.0,7000.0,0.0,0.0,0.0,0.0,0.0,0,bik
1,0.0,98.0,98.0,0.0,1,1,0,1,0,0,0,1,0,1,0,0.0,0.0,0.0,0.0,1,0.0,-1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0,bik
2,2.0,43.0,43.0,41.0,2,3,0,2,0,1,0,2,2,0,0,2.0,1.0,2.0,2.0,3,0.0,2055.0,2,167.0,343054.0,3.0,3.0,3.0,0.0,343051.0,8500.0,8500.0,0.0,0.0,0.0,0.0,0.0,2055.0,0,bik
1,0.0,105.0,105.0,0.0,1,1,0,1,0,0,0,1,0,1,0,0.0,0.0,0.0,0.0,1,0.0,-1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500.0,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,0,bik
0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0,1.0,1.0,1,-1.0,-1.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,bik
1,1.0,4.0,0.0,4.0,1,1,1,0,0,1,1,1,0,0,0,1.0,0.0,1.0,1.0,1,212.0,309.0,1,41.0,12533.0,12533.0,0.0,0.0,0.0,12533.0,0.0,0.0,0.0,212.0,212.0,0.0,0.0,309.0,0,bik
1,0.0,65.0,0.0,65.0,1,2,0,0,0,2,0,2,0,0,0,0.0,0.0,0.0,0.0,2,1059.0,152.0,1,7.0,2091.0,2091.0,0.0,0.0,0.0,2091.0,0.0,0.0,0.0,2091.0,2091.0,0.0,0.0,259.0,0,bik
1,0.0,134.0,134.0,0.0,1,1,0,1,0,0,0,1,0,1,0,0.0,0.0,0.0,0.0,1,0.0,-1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0,bik
2,0.0,21.0,21.0,9.0,2,2,1,1,0,1,1,2,0,1,1,0.0,0.0,0.0,0.0,3,0.0,62.0,2,3.0,720.0,720.0,0.0,536.0,536.0,184.0,1200.0,0.0,1200.0,0.0,0.0,0.0,0.0,62.0,0,bik
3,1.0,59.0,59.0,4.0,2,3,1,2,0,1,1,3,2,0,0,1.0,0.0,1.0,1.0,3,8.0,150.0,1,9.0,4972.0,4972.0,3609.0,3609.0,0.0,1363.0,3600.0,3600.0,0.0,8.0,8.0,8.0,8.0,150.0,0,bik
