ILE_BANKOW;ILE_BANKOW_12;ILE_MIES_OD_NAJSTAR_OTW;ILE_MIES_OD_NAJSTAR_OTW_NRAT;ILE_MIES_OD_NAJSTAR_OTW_RAT;ILE_PRODUKTOW;ILE_RACH_OTW;ILE_RACH_OTW_12;ILE_RACH_OTW_NRAT;ILE_RACH_OTW_NRAT_12;ILE_RACH_OTW_RAT;ILE_RACH_OTW_RAT_12;ILE_RACH_OTW_BEZ_HIPO;ILE_RACH_OTW_KARTY;ILE_RACH_OTW_ODNAWIALNE;ILE_RACH_ZAMK;ILE_ZAPYTAN_12;ILE_ZAPYTAN_3;ILE_ZAPYTAN_6;ILE_ZAPYTAN_9;L_RACHUNKOW;MAX_NAL_WYMAGAL;MAX_RATA;MAX_WNIOSKODAWCY;MIN_L_RAT_DO_SPLATY;SUMA_DO_SPLATY;SUMA_DO_SPLATY_BEZ_HIPO;SUMA_DO_SPLATY_KARTY;SUMA_DO_SPLATY_NRAT;SUMA_DO_SPLATY_ODNAWIALNE;SUMA_DO_SPLATY_RAT;SUMA_LIMIT;SUMA_LIMIT_KARTY;SUMA_LIMIT_ODNAWIALNE;SUMA_NAL_WYMAGAL;SUMA_NAL_WYMAGAL_BEZ_HIPO;SUMA_NAL_WYMAGAL_KARTY;SUMA_NAL_WYMAGAL_NRAT;SUMA_RATA;STATUS
0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;2;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2;1;59;59;0;1;2;1;2;1;0;0;2;2;0;1;1;1;1;1;3;0;-1;1;0;739;739;739;739;0;0;11000;11000;0;0;0;0;0;0;0
1;0;79;79;0;1;2;0;2;0;0;0;2;2;0;1;0;0;0;0;3;0;-1;1;0;1311;1311;1311;1311;0;0;15000;15000;0;0;0;0;0;0;0
1;0;133;133;0;1;1;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;-1;2;0;0;0;0;0;0;0;1500;0;1500;0;0;0;0;0;0
1;1;119;119;3;2;2;1;1;0;1;1;2;0;1;0;1;0;1;1;2;0;537;2;45;24363;24363;0;15;15;24348;20000;0;20000;0;0;0;0;537;0
1;0;118;118;0;1;1;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;-1;2;0;0;0;0;0;0;0;6000;0;6000;0;0;0;0;0;0
5;4;139;139;50;5;9;2;4;0;5;2;8;3;1;9;5;3;4;4;18;0;586;2;5;60398;26308;7569;14076;6507;46322;21000;12000;9000;0;0;0;0;1325;0
1;0;50;50;0;1;1;0;1;0;0;0;1;0;1;2;0;0;0;0;3;0;-1;1;0;36;36;0;36;36;0;600;0;600;0;0;0;0;0;0
0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;1;2;1;2;2;1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;26;26;0;1;1;0;1;0;0;0;1;1;0;0;0;0;0;0;1;0;-1;1;0;5092;5092;5092;5092;0;0;5500;5500;0;0;0;0;0;0;0
2;0;29;29;0;1;2;0;2;0;0;0;2;2;0;1;0;0;0;0;3;0;-1;1;0;5371;5371;5371;5371;0;0;10200;10200;0;0;0;0;0;0;0
2;0;40;40;0;2;2;0;2;0;0;0;2;1;1;0;0;0;0;0;2;0;-1;1;0;3568;3568;1695;3568;1873;0;4000;2000;2000;0;0;0;0;0;0
3;2;27;27;9;2;4;3;3;2;1;1;3;3;0;6;5;1;1;3;10;30;1768;3;158;280023;671;671;671;0;279352;4400;4400;0;30;30;30;30;1768;0
1;0;29;0;29;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;500;2;3039;151782;0;0;0;0;151782;0;0;0;0;0;0;0;500;0
1;0;44;10;44;2;2;1;1;1;1;0;1;0;1;1;0;0;0;0;3;0;1278;2;2597;331586;0;0;0;0;331586;5000;0;5000;0;0;0;0;1278;0
1;0;16;0;16;2;2;1;0;0;1;0;2;0;0;0;0;0;0;0;2;358;0;1;0;10155;10155;0;0;0;10155;0;0;0;358;358;0;0;0;0
1;3;88;88;31;2;2;0;1;0;1;0;2;0;1;0;3;0;0;0;2;0;370;2;6;3872;3872;0;1748;1748;2124;3500;0;3500;0;0;0;0;370;0
2;0;69;69;0;2;2;0;2;0;0;0;2;0;2;2;0;0;0;0;4;0;-1;2;0;0;0;0;0;0;0;8000;0;8000;0;0;0;0;0;0
1;1;10;0;10;1;1;1;0;0;1;1;1;0;0;1;2;0;0;0;2;0;385;2;23;8963;8963;0;0;0;8963;0;0;0;0;0;0;0;385;0
2;0;145;145;0;2;2;1;2;1;0;0;2;1;1;0;0;0;0;0;2;0;-1;2;0;3191;3191;1;3191;3190;0;5500;500;5000;0;0;0;0;0;0
1;0;41;41;0;1;1;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;-1;1;0;0;0;0;0;0;0;520;0;520;0;0;0;0;0;0
1;1;4;0;4;1;1;1;0;0;1;1;1;0;0;1;1;0;1;1;2;0;0;2;0;47861;47861;0;0;0;47861;0;0;0;0;0;0;0;0;0
2;3;11;0;11;2;3;3;0;0;3;3;3;0;0;4;4;0;0;1;7;0;117;1;8;4218;4218;0;0;0;4218;0;0;0;0;0;0;0;304;0
2;1;177;177;0;2;2;0;2;0;0;0;2;1;1;3;1;1;1;1;5;0;-1;2;0;24;24;0;24;24;0;5500;3000;2500;0;0;0;0;0;0
2;0;81;81;18;2;2;0;1;0;1;0;2;0;1;0;0;0;0;0;2;0;326;1;1;1009;1009;0;685;685;324;800;0;800;0;0;0;0;326;0
3;2;26;26;6;2;3;2;2;1;1;1;3;2;0;2;4;0;2;3;5;0;148;1;29;4297;4297;45;45;0;4252;7500;7500;0;0;0;0;0;148;0
3;1;151;151;10;3;3;2;1;0;2;2;3;0;1;0;1;0;0;0;3;0;94;1;14;3624;3624;0;401;401;3223;2500;0;2500;0;0;0;0;168;0
2;1;111;111;0;2;2;1;2;1;0;0;2;1;1;0;1;0;0;1;2;0;-1;1;0;1293;1293;1293;1293;0;0;13200;8200;5000;0;0;0;0;0;0
2;3;9;0;9;1;2;3;0;0;2;3;2;0;0;1;4;1;1;4;3;0;117;1;5;3044;3044;0;0;0;3044;0;0;0;0;0;0;0;202;0
2;0;153;153;89;4;4;0;2;0;2;0;3;1;1;0;0;0;0;0;4;0;627;4;32;89519;23658;200;13908;13708;75611;16300;2300;14000;0;0;0;0;929;0
2;1;105;105;7;2;2;1;1;0;1;1;2;0;1;0;1;0;0;1;2;0;0;3;0;23783;23783;0;0;0;23783;4700;0;4700;0;0;0;0;0;0
1;0;26;26;18;2;2;0;1;0;1;0;2;1;0;1;0;0;0;0;3;0;286;1;27;8454;8454;821;821;0;7633;800;800;0;0;0;0;0;286;0
1;0;86;86;0;2;2;0;2;0;0;0;2;1;1;1;0;0;0;0;3;0;-1;1;0;1973;1973;0;1973;1973;0;6000;2000;4000;0;0;0;0;0;0
1;0;26;26;0;1;1;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;-1;1;0;0;0;0;0;0;0;300;0;300;0;0;0;0;0;0
2;0;35;35;24;3;3;1;1;0;2;1;3;0;1;5;0;0;0;0;8;0;314;1;2;1731;1731;0;0;0;1731;2000;0;2000;0;0;0;0;380;0
1;1;141;141;0;1;1;0;1;0;0;0;1;0;1;0;1;0;0;0;3;0;-1;2;0;314;314;0;314;314;0;6000;0;6000;0;0;0;0;0;0
1;1;9;0;9;1;1;1;0;0;1;1;1;0;0;0;1;0;0;0;1;0;361;1;23;8292;8292;0;0;0;8292;0;0;0;0;0;0;0;361;0
1;0;79;79;0;1;1;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;-1;1;0;276;276;0;276;276;0;2500;0;2500;0;0;0;0;0;0
2;0;85;27;85;2;2;0;1;0;1;0;1;0;1;0;0;0;0;0;2;0;244;2;110;26843;0;0;0;0;26843;3000;0;3000;0;0;0;0;244;0
3;2;49;49;11;2;3;2;1;0;2;2;3;0;1;1;4;0;1;2;4;0;171;1;1;2944;2944;0;1940;1940;1004;2000;0;2000;0;0;0;0;318;0
3;1;62;62;48;2;4;1;3;1;1;0;3;3;0;0;1;0;1;1;4;0;1577;2;2063;350538;4964;4964;4964;0;345574;20200;20200;0;0;0;0;0;1577;0
1;1;16;10;16;2;3;2;1;1;2;1;3;1;0;1;1;0;0;0;4;-1;665;1;0;0;0;0;0;0;0;1000;1000;0;0;0;0;0;1169;0
1;1;8;0;8;1;1;2;0;0;1;2;1;0;0;1;1;0;0;1;2;0;58;1;20;1147;1147;0;0;0;1147;0;0;0;0;0;0;0;58;0
1;0;26;0;26;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1408;2;2858;401951;0;0;0;0;401951;0;0;0;0;0;0;0;1408;0
3;1;80;80;79;3;4;1;1;0;3;1;2;0;1;2;1;0;1;1;6;21;357;2;33;135623;7876;0;2021;2021;133602;2000;0;2000;21;21;0;21;809;0
1;0;36;36;0;1;1;0;1;0;0;0;1;1;0;0;0;0;0;0;1;0;-1;1;0;0;0;0;0;0;0;2900;2900;0;0;0;0;0;0;0
1;0;15;15;0;1;1;0;1;0;0;0;1;1;0;0;0;0;0;0;1;-1;-1;1;0;0;0;0;0;0;0;1000;1000;0;0;0;0;0;0;0
1;2;99;99;6;2;2;2;1;0;1;2;2;0;1;1;2;0;1;2;3;0;0;1;0;19450;19450;0;3363;3363;16087;3500;0;3500;0;0;0;0;0;0
1;0;137;137;0;1;1;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;-1;2;0;820;820;0;820;820;0;2500;0;2500;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;47;47;0;1;1;0;1;0;0;0;1;0;1;0;0;0;0;0;1;-1;-1;1;0;0;0;0;0;0;0;1200;0;1200;0;0;0;0;0;0
2;1;119;119;4;2;2;1;1;0;1;1;2;0;1;0;1;0;1;1;2;0;235;2;8;1782;1782;0;0;0;1782;7500;0;7500;0;0;0;0;235;0
1;0;29;29;21;2;2;0;1;0;1;0;2;1;0;1;0;0;0;0;3;0;190;1;24;4559;4559;0;0;0;4559;500;500;0;0;0;0;0;190;0
1;0;149;149;0;1;1;0;1;0;0;0;1;0;1;1;0;0;0;0;2;-1;-1;1;0;0;0;0;0;0;0;4500;0;4500;0;0;0;0;0;0
3;1;79;79;0;2;5;2;5;2;0;0;5;4;1;0;1;0;1;1;5;0;-1;1;0;1635;1635;1447;1635;188;0;20600;20300;300;0;0;0;0;0;0
1;0;117;117;0;1;1;0;1;0;0;0;1;0;1;2;0;0;0;0;3;0;-1;2;0;5641;5641;0;5641;5641;0;15000;0;15000;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2;1;10;6;10;2;2;2;1;1;1;1;2;0;1;1;1;0;0;0;4;266;117;2;2;707;707;0;441;441;266;300;0;300;266;266;0;0;117;0
1;0;27;16;27;2;2;0;1;0;1;0;1;0;1;0;0;0;0;0;2;0;1680;2;159;295591;29293;0;29293;29293;266298;30000;0;30000;0;0;0;0;1680;0
1;1;100;100;52;2;2;0;1;0;1;0;2;0;1;1;1;0;0;0;3;3962;210;1;19;3962;3962;0;0;0;3962;1400;0;1400;3962;3962;0;0;210;0
2;0;41;39;41;2;2;0;1;0;1;0;1;0;1;0;0;0;0;0;2;0;0;2;0;27974;0;0;0;0;27974;10000;0;10000;0;0;0;0;0;0
3;1;28;28;0;2;3;1;3;1;0;0;3;2;1;0;1;1;1;1;4;0;-1;1;0;7575;7575;1657;7575;5918;0;23700;10400;13300;0;0;0;0;0;0
2;0;143;143;0;1;2;0;2;0;0;0;2;0;2;0;0;0;0;0;2;0;-1;2;0;5897;5897;0;5897;5897;0;7300;0;7300;0;0;0;0;0;0
1;2;5;5;4;2;2;2;1;1;1;1;1;0;1;0;2;0;2;2;2;0;909;2;132;120074;0;0;0;0;120074;300;0;300;0;0;0;0;909;0
1;0;122;122;0;1;1;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;-1;1;0;0;0;0;0;0;0;1500;0;1500;0;0;0;0;0;0
3;1;128;128;42;4;6;1;3;0;3;1;5;2;1;7;1;1;1;1;14;0;1246;2;4;306362;8949;0;0;0;306362;8700;6500;2200;0;0;0;0;1579;0
1;1;33;33;0;1;1;0;1;0;0;0;1;1;0;0;1;0;0;1;1;-1;-1;1;0;0;0;0;0;0;0;1890;1890;0;0;0;0;0;0;0
1;1;6;6;0;1;1;1;1;1;0;0;1;1;0;1;1;0;0;1;2;0;-1;1;0;489;489;489;489;0;0;2500;2500;0;0;0;0;0;0;0
2;1;23;12;23;2;2;1;1;1;1;0;1;1;0;0;1;0;0;0;2;0;2159;3;137;295832;0;0;0;0;295832;1000;1000;0;0;0;0;0;2159;0
1;1;66;66;0;1;1;0;1;0;0;0;1;1;0;0;1;0;0;1;1;-1;-1;1;0;0;0;0;0;0;0;10000;10000;0;0;0;0;0;0;0
3;1;206;206;0;2;4;1;4;1;0;0;4;3;1;2;2;0;1;1;6;0;-1;2;0;1753;1753;1303;1753;450;0;11000;8000;3000;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;37;37;0;1;1;0;1;0;0;0;1;0;1;0;0;0;0;0;1;-1;-1;1;0;0;0;0;0;0;0;10000;0;10000;0;0;0;0;0;0
1;1;12;0;12;1;2;2;0;0;2;2;2;0;0;0;2;1;1;1;2;0;0;1;0;21212;21212;0;0;0;21212;0;0;0;0;0;0;0;0;0
1;0;142;142;68;3;3;0;2;0;1;0;2;1;1;0;0;0;0;0;3;0;522;2;66;43078;8391;1910;8391;6481;34687;9000;2000;7000;0;0;0;0;522;0
1;0;80;80;0;2;3;1;3;1;0;0;3;2;1;3;0;0;0;0;6;0;-1;2;0;1107;1107;1107;1107;0;0;22100;17100;5000;0;0;0;0;0;0
1;0;80;0;80;2;2;0;0;0;2;0;1;0;0;0;0;0;0;0;2;0;455;2;7;13400;3035;0;0;0;13400;0;0;0;0;0;0;0;652;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2;1;143;0;143;2;2;0;0;0;2;0;2;0;0;1;1;0;0;1;3;0;281;1;3;1416;1416;0;0;0;1416;0;0;0;0;0;0;0;281;0
0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;1;2;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2;0;165;0;165;2;3;2;0;0;3;2;3;0;0;6;0;0;0;0;9;0;241;2;1;3344;3344;0;0;0;3344;0;0;0;0;0;0;0;325;0
2;1;47;47;3;2;2;1;1;0;1;1;2;1;0;0;1;1;1;1;2;0;129;1;8;1181;1181;172;172;0;1009;1000;1000;0;0;0;0;0;129;0
1;1;187;187;0;1;1;0;1;0;0;0;1;0;1;1;1;1;1;1;2;0;-1;1;0;0;0;0;0;0;0;1500;0;1500;0;0;0;0;0;0
3;0;31;31;13;2;3;1;1;0;2;1;3;1;0;0;0;0;0;0;3;0;141;1;11;5970;5970;1947;1947;0;4023;2000;2000;0;0;0;0;0;278;0
1;0;24;24;0;1;1;0;1;0;0;0;1;1;0;0;0;0;0;0;1;0;-1;1;0;0;0;0;0;0;0;5500;5500;0;0;0;0;0;0;0
1;0;95;45;95;2;2;0;1;0;1;0;2;1;0;0;0;0;0;0;2;0;298;3;0;1466;1466;1466;1466;0;0;3000;3000;0;0;0;0;0;298;0
1;1;146;146;6;3;3;1;2;0;1;1;2;1;1;1;1;0;0;1;4;0;821;2;264;217684;554;554;554;0;217130;9000;2000;7000;0;0;0;0;821;0
1;0;17;17;0;1;1;0;1;0;0;0;1;1;0;0;0;0;0;0;1;0;-1;1;0;1596;1596;1596;1596;0;0;3000;3000;0;0;0;0;0;0;0
1;0;158;158;0;1;1;0;1;0;0;0;1;0;1;2;0;0;0;0;3;0;-1;1;0;1521;1521;0;1521;1521;0;2500;0;2500;0;0;0;0;0;0
2;0;91;91;22;2;4;1;1;0;3;1;4;0;1;2;0;0;0;0;6;0;89;1;1;1997;1997;0;1050;1050;947;2000;0;2000;0;0;0;0;240;0
1;2;27;27;0;1;2;1;2;1;0;0;2;2;0;4;4;3;4;4;6;0;-1;1;0;1321;1321;1321;1321;0;0;2300;2300;0;0;0;0;0;0;0
2;0;41;41;0;2;2;0;2;0;0;0;2;1;1;1;0;0;0;0;3;0;-1;1;0;2687;2687;2687;2687;0;0;3300;3000;300;0;0;0;0;0;0
1;1;36;36;29;2;2;2;1;0;1;1;2;1;0;3;1;0;0;1;5;-1;510;1;0;0;0;0;0;0;0;2000;2000;0;0;0;0;0;510;0
2;0;30;0;30;1;2;0;0;0;2;0;2;0;0;0;0;0;0;0;2;0;338;3;7;8564;8564;0;0;0;8564;0;0;0;0;0;0;0;467;0
3;1;60;60;27;3;4;0;3;0;1;0;4;2;1;3;1;0;1;1;7;0;1086;1;70;84301;84301;7616;8241;625;76060;13000;12000;1000;0;0;0;0;1086;0
2;2;25;25;0;2;3;1;3;1;0;0;3;2;1;3;2;0;1;2;6;30;-1;2;0;3699;3699;2086;3699;1613;0;8400;4400;4000;30;30;30;30;0;0
3;1;43;43;18;3;3;0;2;0;1;0;3;1;1;5;1;0;0;0;8;34;462;1;27;16527;16527;194;4239;4045;12288;5600;1600;4000;34;34;0;34;462;0
1;0;169;169;0;1;1;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;-1;2;0;1245;1245;0;1245;1245;0;2000;0;2000;0;0;0;0;0;0
1;0;140;140;0;1;1;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;-1;2;0;0;0;0;0;0;0;2000;0;2000;0;0;0;0;0;0
1;1;44;44;2;3;3;1;2;0;1;1;3;1;1;2;1;1;1;1;5;0;164;2;11;1814;1814;0;0;0;1814;3700;1500;2200;0;0;0;0;164;0
1;0;3;3;0;1;1;1;1;1;0;0;1;0;1;3;0;0;0;0;4;0;-1;1;0;0;0;0;0;0;0;250;0;250;0;0;0;0;0;0
1;0;92;92;0;1;1;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;-1;1;0;0;0;0;0;0;0;300;0;300;0;0;0;0;0;0
1;1;2;0;2;1;1;1;0;0;1;1;0;0;0;0;1;1;1;1;1;0;1307;2;153;200378;0;0;0;0;200378;0;0;0;0;0;0;0;1307;0
2;2;7;2;7;2;3;3;1;1;2;2;3;1;0;7;10;3;3;8;10;0;140;1;15;20194;20194;644;644;0;19550;2000;2000;0;0;0;0;0;140;0
2;0;62;62;0;1;2;0;2;0;0;0;2;2;0;1;0;0;0;0;3;0;-1;1;0;1881;1881;1881;1881;0;0;5600;5600;0;0;0;0;0;0;0
2;1;151;151;4;2;2;2;1;0;1;2;2;0;1;3;1;0;0;0;5;0;155;1;6;5724;5724;0;4829;4829;895;5000;0;5000;0;0;0;0;155;0
1;1;80;80;0;1;1;0;1;0;0;0;1;0;1;4;2;0;1;1;5;0;-1;2;0;0;0;0;0;0;0;3500;0;3500;0;0;0;0;0;0
1;0;17;0;17;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;590;2;59;34608;0;0;0;0;34608;0;0;0;0;0;0;0;590;0
1;1;8;0;8;1;1;1;0;0;1;1;1;0;0;0;1;0;0;1;1;0;179;1;3;509;509;0;0;0;509;0;0;0;0;0;0;0;179;0
1;0;45;0;45;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;311;2;129;40048;0;0;0;0;40048;0;0;0;0;0;0;0;311;0
1;0;20;0;20;1;1;0;0;0;1;0;1;0;0;2;0;0;0;0;3;0;609;1;5;2928;2928;0;0;0;2928;0;0;0;0;0;0;0;609;0
3;3;33;25;33;2;6;3;1;0;5;3;6;1;0;5;5;0;2;4;11;0;455;1;24;2784;2784;785;785;0;1999;1000;1000;0;0;0;0;0;907;0
1;1;108;108;8;2;2;1;1;0;1;1;2;0;1;2;1;0;0;1;4;0;814;2;53;43163;43163;0;0;0;43163;800;0;800;0;0;0;0;814;0
1;0;128;128;0;1;1;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;-1;2;0;701;701;0;701;701;0;1000;0;1000;0;0;0;0;0;0
1;0;61;0;61;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;465;2;1362;63262;0;0;0;0;63262;0;0;0;0;0;0;0;465;0
3;3;119;38;119;5;6;4;3;2;3;2;5;2;1;1;4;1;2;3;7;0;792;2;16;60895;38584;5783;8665;2882;52230;13500;10500;3000;0;0;0;0;1184;0
4;0;128;128;30;2;4;1;1;0;3;1;4;0;1;2;0;0;0;0;6;0;231;1;6;7998;7998;0;300;300;7698;300;0;300;0;0;0;0;455;0
1;1;17;17;0;1;1;0;1;0;0;0;1;0;1;0;1;0;1;1;1;-1;-1;2;0;0;0;0;0;0;0;5500;0;5500;0;0;0;0;0;0
2;0;64;64;13;3;3;0;2;0;1;0;3;1;1;0;0;0;0;0;3;-1;242;2;0;0;0;0;0;0;0;14000;5000;9000;0;0;0;0;242;0
1;0;179;179;0;1;1;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;-1;2;0;0;0;0;0;0;0;2500;0;2500;0;0;0;0;0;0
2;4;13;13;2;2;2;1;1;0;1;1;2;0;1;0;4;4;4;4;2;0;278;1;38;10563;10563;0;0;0;10563;7000;0;7000;0;0;0;0;278;0
1;1;19;0;19;2;2;1;0;0;2;1;1;0;0;0;1;0;1;1;2;0;0;2;0;295707;45566;0;0;0;295707;0;0;0;0;0;0;0;0;0
1;0;117;117;0;1;1;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;-1;2;0;1566;1566;0;1566;1566;0;5000;0;5000;0;0;0;0;0;0
2;0;46;46;42;2;2;0;1;0;1;0;2;0;1;0;0;0;0;0;2;1417;190;1;7;1417;1417;0;0;0;1417;300;0;300;1417;1417;0;0;190;0
1;0;37;37;0;1;1;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;-1;2;0;2512;2512;0;2512;2512;0;3000;0;3000;0;0;0;0;0;0
1;0;35;0;35;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;2;0;5746;5746;0;0;0;5746;0;0;0;0;0;0;0;0;0
1;0;71;0;71;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;2;0;71175;0;0;0;0;71175;0;0;0;0;0;0;0;0;0
1;0;62;62;0;1;1;0;1;0;0;0;1;0;1;0;0;0;0;0;1;-1;-1;1;0;0;0;0;0;0;0;6300;0;6300;0;0;0;0;0;0
1;0;82;82;0;1;1;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;-1;2;0;282;282;0;282;282;0;2000;0;2000;0;0;0;0;0;0
1;0;47;47;0;1;1;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;-1;2;0;0;0;0;0;0;0;4000;0;4000;0;0;0;0;0;0
1;2;9;4;9;2;2;2;1;1;1;1;1;0;1;0;5;0;4;4;2;0;553;1;87;49039;1006;0;1006;1006;48033;2000;0;2000;0;0;0;0;553;0
2;1;41;41;22;2;4;1;1;0;3;1;4;0;1;1;1;0;1;1;5;0;399;2;2;14029;14029;0;440;440;13589;1700;0;1700;0;0;0;0;1103;0
3;2;16;0;16;2;3;2;0;0;3;2;3;0;0;0;2;0;0;1;3;0;97;1;2;3196;3196;0;0;0;3196;0;0;0;0;0;0;0;247;0
2;0;149;149;0;2;2;0;2;0;0;0;2;1;1;3;0;0;0;0;5;0;-1;2;0;78;78;1;78;77;0;1140;500;640;0;0;0;0;0;0
1;0;71;0;71;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;270;4;1906;54678;0;0;0;0;54678;0;0;0;0;0;0;0;270;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;32;32;23;3;3;0;2;0;1;0;3;1;1;0;0;0;0;0;3;0;450;1;28;15359;15359;2924;2939;15;12420;6200;4500;1700;0;0;0;0;450;0
1;0;21;0;21;1;1;0;0;0;1;0;1;0;0;1;0;0;0;0;2;0;160;1;22;3462;3462;0;0;0;3462;0;0;0;0;0;0;0;160;0
3;2;89;89;55;4;6;1;2;0;4;1;5;2;0;2;2;0;1;2;8;0;2059;2;14;299243;154525;9773;9773;0;289470;13000;13000;0;0;0;0;0;3713;0
2;0;139;139;0;2;2;0;2;0;0;0;2;1;1;3;0;0;0;0;5;0;-1;1;0;621;621;621;621;0;0;13400;11900;1500;0;0;0;0;0;0
2;0;117;117;39;3;3;0;1;0;2;0;2;0;1;0;0;0;0;0;3;0;899;3;12;170055;11332;0;9018;9018;161037;9000;0;9000;0;0;0;0;1093;0
1;0;32;32;0;1;1;0;1;0;0;0;1;1;0;1;0;0;0;0;2;0;-1;1;0;0;0;0;0;0;0;4000;4000;0;0;0;0;0;0;0
1;0;116;116;0;1;1;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;-1;2;0;0;0;0;0;0;0;5000;0;5000;0;0;0;0;0;0
2;0;32;28;32;3;3;0;1;0;2;0;2;0;1;2;0;0;0;0;5;0;1139;3;43;364782;28830;0;34;34;364748;100;0;100;0;0;0;0;1801;0
3;0;129;129;53;2;3;0;2;0;1;0;2;2;0;1;0;0;0;0;4;0;1648;2;0;2267;2267;2267;2267;0;0;14200;14200;0;0;0;0;0;1648;0
1;1;5;5;0;1;1;1;1;1;0;0;1;1;0;2;1;0;1;1;3;0;-1;1;0;1080;1080;1080;1080;0;0;3000;3000;0;0;0;0;0;0;0
2;0;41;41;0;1;2;0;2;0;0;0;2;2;0;1;0;0;0;0;3;0;-1;1;0;170;170;170;170;0;0;8500;8500;0;0;0;0;0;0;0
2;0;16;0;16;1;2;1;0;0;2;1;2;0;0;0;0;0;0;0;2;0;1092;1;4;35099;35099;0;0;0;35099;0;0;0;0;0;0;0;1476;0
3;2;59;59;35;4;6;0;2;0;4;0;6;1;1;0;2;0;0;1;6;0;517;1;8;12397;12397;1072;3503;2431;8894;7500;5000;2500;0;0;0;0;1196;0
1;0;116;0;116;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;2;0;18055;0;0;0;0;18055;0;0;0;0;0;0;0;0;0
1;0;26;0;26;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;99;1;2;199;199;0;0;0;199;0;0;0;0;0;0;0;99;0
2;0;120;120;13;2;2;0;1;0;1;0;2;0;1;1;0;0;0;0;3;0;166;2;7;2723;2723;0;1593;1593;1130;2500;0;2500;0;0;0;0;166;0
1;1;14;0;14;1;1;0;0;0;1;0;1;0;0;1;1;0;0;0;2;0;350;1;9;3183;3183;0;0;0;3183;0;0;0;0;0;0;0;350;0
2;0;92;92;87;2;3;0;1;0;2;0;1;0;1;0;0;0;0;0;3;0;1177;2;790;367716;773;0;773;773;366943;1050;0;1050;0;0;0;0;1813;0
4;1;57;57;30;5;10;36;5;0;5;36;10;3;2;98;1;0;0;1;108;95;3989;2;39;85987;85987;9071;29391;20320;56596;28900;9000;19900;95;95;0;95;8489;0
5;1;112;112;19;5;12;4;7;1;5;3;11;4;3;1;1;1;1;1;13;0;2534;2;2;1089788;99041;5197;15678;10481;1074110;66400;36300;30100;0;0;0;0;5777;0
1;0;13;0;13;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;278;2;29;7926;7926;0;0;0;7926;0;0;0;0;0;0;0;278;0
