ILE_BANKOW;ILE_BANKOW_12;ILE_MIES_OD_NAJSTAR_OTW;ILE_MIES_OD_NAJSTAR_OTW_NRAT;ILE_MIES_OD_NAJSTAR_OTW_RAT;ILE_PRODUKTOW;ILE_RACH_OTW;ILE_RACH_OTW_12;ILE_RACH_OTW_NRAT;ILE_RACH_OTW_NRAT_12;ILE_RACH_OTW_RAT;ILE_RACH_OTW_RAT_12;ILE_RACH_OTW_BEZ_HIPO;ILE_RACH_OTW_KARTY;ILE_RACH_OTW_ODNAWIALNE;ILE_RACH_ZAMK;ILE_ZAPYTAN_12;ILE_ZAPYTAN_3;ILE_ZAPYTAN_6;ILE_ZAPYTAN_9;L_RACHUNKOW;MAX_NAL_WYMAGAL;MAX_RATA;MAX_WNIOSKODAWCY;MIN_L_RAT_DO_SPLATY;SUMA_DO_SPLATY;SUMA_DO_SPLATY_BEZ_HIPO;SUMA_DO_SPLATY_KARTY;SUMA_DO_SPLATY_NRAT;SUMA_DO_SPLATY_ODNAWIALNE;SUMA_DO_SPLATY_RAT;SUMA_LIMIT;SUMA_LIMIT_KARTY;SUMA_LIMIT_ODNAWIALNE;SUMA_NAL_WYMAGAL;SUMA_NAL_WYMAGAL_BEZ_HIPO;SUMA_NAL_WYMAGAL_KARTY;SUMA_NAL_WYMAGAL_NRAT;SUMA_RATA;STATUS
1;0;42,1;42,1;0;1;1;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;-1;2;0;10;10;0;10;10;0;300;0;300;0;0;0;0;0;0
1;1;122,16;0;122,16;1;1;0;0;0;1;0;0;0;0;0;1;0;0;1;1;0;525,0218;1;1825;59668,1264;0;0;0;0;59668,1264;0;0;0;0;0;0;0;525,0218;0
1;0;12,03;12,03;0;1;1;0;1;0;0;0;1;1;0;2;0;0;0;0;3;0;-1;1;0;928;928;928;928;0;0;1900;1900;0;0;0;0;0;0;0
2;0;49,32;49,32;39,16;3;5;1;3;1;2;0;4;3;0;2;0;0;0;0;7;0;1499,6886;2;3;354711,3879;6173;5533;5533;0;349178,3879;5900;5900;0;0;0;0;0;1712,6886;0
3;3;16,84;0;16,84;2;3;2;0;0;3;2;3;0;0;3;3;2;3;3;6;0;337;1;9;8243;8243;0;0;0;8243;0;0;0;0;0;0;0;566;0
2;2;6,06;0;6,06;2;2;4;0;0;2;4;2;0;0;8;3;0;1;2;10;0;509;1;8;9202;9202;0;0;0;9202;0;0;0;0;0;0;0;586;0
1;1;1,42;1,39;1,42;2;2;2;1;1;1;1;2;1;0;0;1;1;1;1;2;0;672;1;24;15937;15937;0;0;0;15937;1000;1000;0;0;0;0;0;672;0
1;0;125,68;125,68;0;1;1;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;-1;2;0;0;0;0;0;0;0;2500;0;2500;0;0;0;0;0;0
2;0;88,16;88,16;19,52;2;3;0;2;0;1;0;2;0;2;0;0;0;0;0;3;0;3492;2;121;421607;0;0;0;0;421607;2700;0;2700;0;0;0;0;3492;0
1;0;57,06;57,06;0;1;1;0;1;0;0;0;1;0;1;2;0;0;0;0;3;0;-1;2;0;300;300;0;300;300;0;300;0;300;0;0;0;0;0;0
1;2;10,26;0;10,26;1;1;1;0;0;1;1;1;0;0;1;2;0;0;0;2;0;626;1;29;17895;17895;0;0;0;17895;0;0;0;0;0;0;0;626;0
1;0;17,9;17,9;0;1;1;0;1;0;0;0;1;1;0;2;0;0;0;0;3;0;-1;1;0;643;643;643;643;0;0;1000;1000;0;0;0;0;0;0;0
1;0;92;92;0;1;1;1;1;0;0;1;1;0;1;3;0;0;0;0;4;0;-1;1;0;4503;4503;0;4503;4503;0;6000;0;6000;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;3,9;0;3,9;1;1;1;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0;2;0;9768;9768;0;0;0;9768;0;0;0;0;0;0;0;0;0
2;0;39,39;0;39,39;2;2;0;0;0;2;0;2;0;0;1;0;0;0;0;3;424;199;1;1;4116;4116;0;0;0;4116;0;0;0;581;581;0;0;346;0
2;1;41,94;41,94;10,26;4;4;3;3;2;1;1;4;1;2;1;2;0;0;1;5;0;229;1;0;7061;7061;0;7061;7061;0;10800;1500;9300;0;0;0;0;229;0
0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;2;2;1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;38;0;38;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;567;2;175;99471;0;0;0;0;99471;0;0;0;0;0;0;0;567;0
1;0;118;118;0;1;1;0;1;0;0;0;1;0;1;0;0;0;0;0;1;-1;-1;2;0;0;0;0;0;0;0;3000;0;3000;0;0;0;0;0;0
4;2;102,13;102,13;3,74;3;4;2;2;0;2;2;4;1;1;0;2;1;2;2;4;0;74;1;7;1156;1156;0;280;280;876;6500;5500;1000;0;0;0;0;113;0
2;1;19,58;0;19,58;2;3;1;0;0;3;1;3;0;0;11;5;1;2;3;14;0;1400;1;14;78017;78017;0;0;0;78017;0;0;0;0;0;0;0;1711;0
2;1;16,68;16,68;0;1;2;1;2;1;0;0;2;2;0;1;1;1;1;1;3;0;-1;1;0;5;5;5;5;0;0;7173;7173;0;0;0;0;0;0;0
1;0;206,19;206,19;0;1;1;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;-1;2;0;0;0;0;0;0;0;2500;0;2500;0;0;0;0;0;0
3;2;14,55;3,94;14,55;3;4;3;1;1;3;2;4;1;0;7;4;0;2;4;11;0;492;1;27;35022;35022;0;0;0;35022;500;500;0;0;0;0;0;777;0
1;0;24,9;24,9;0;1;1;0;1;0;0;0;1;1;0;0;0;0;0;0;1;0;-1;1;0;1317;1317;1317;1317;0;0;2000;2000;0;0;0;0;0;0;0
1;1;4,94;4,94;4,13;2;2;2;1;1;1;1;1;0;1;0;1;0;0;1;2;0;2215;4;132;292459;0;0;0;0;292459;300;0;300;0;0;0;0;2215;0
1;1;58,13;58,13;4,35;2;2;1;1;0;1;1;2;0;1;1;2;0;1;2;3;0;0;1;0;5743;5743;0;0;0;5743;300;0;300;0;0;0;0;0;0
2;1;54,39;54,39;4,58;3;4;1;3;0;1;1;4;2;1;3;1;0;1;1;7;0;102;1;5;736;736;0;222;222;514;9900;9600;300;0;0;0;0;102;0
1;0;169,1;169,1;0;1;1;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;-1;2;0;0;0;0;0;0;0;2500;0;2500;0;0;0;0;0;0
5;4;134,35;134,35;40;2;8;2;2;0;6;2;8;0;2;3;7;2;5;6;11;0;208;1;18;35355;35355;0;10066;10066;25289;11276;0;11276;0;0;0;0;1024;0
2;1;63,52;0;63,52;2;2;1;0;0;2;1;1;0;0;1;2;0;0;0;3;6,3278;498;2;13;64420,0111;6682;0;0;0;64420,0111;0;0;0;6,3278;0;0;0;498;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2;5;13,23;0;13,23;1;3;2;0;0;3;2;3;0;0;3;7;2;2;2;6;0;280;2;27;21793;21793;0;0;0;21793;0;0;0;0;0;0;0;736;0
1;1;2,16;0;2,16;1;1;1;0;0;1;1;1;0;0;0;2;2;2;2;1;0;0;1;0;39291;39291;0;0;0;39291;0;0;0;0;0;0;0;0;0
2;1;43,23;43,23;7,68;3;3;1;2;0;1;1;3;1;1;1;1;0;0;1;4;0;259;1;2;519;519;0;0;0;519;8000;5500;2500;0;0;0;0;259;0
1;0;17,81;0;17,81;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;633;2;44;27885;27885;0;0;0;27885;0;0;0;0;0;0;0;633;0
1;2;77,1;77,1;0;1;2;1;2;1;0;0;2;0;2;1;2;1;2;2;3;0;-1;1;0;0;0;0;0;0;0;119000;0;119000;0;0;0;0;0;0
3;0;48,1;48,1;29,32;3;3;0;2;0;1;0;3;1;1;1;0;0;0;0;6;0;393;2;45;17697;17697;0;0;0;17697;6500;5500;1000;0;0;0;0;393;0
1;1;1;1;0;1;1;1;1;1;0;0;1;1;0;0;1;1;1;1;1;0;-1;1;0;0;0;0;0;0;0;500;500;0;0;0;0;0;0;0
2;0;30,35;30,35;0;1;2;0;2;0;0;0;2;2;0;5;0;0;0;0;7;0;-1;1;0;3187;3187;3187;3187;0;0;6100;6100;0;0;0;0;0;0;0
1;0;115,68;115,68;0;1;1;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;-1;2;0;0;0;0;0;0;0;300;0;300;0;0;0;0;0;0
3;1;46,48;46,48;30,81;2;5;1;2;0;3;1;5;2;0;2;1;0;0;1;7;1;1501;1;21;85209;85209;3722;3722;0;81487;8700;8700;0;1;1;0;0;2048;0
1;0;93,32;43,94;93,32;2;2;0;1;0;1;0;1;1;0;0;0;0;0;0;2;0;738;2;140;106280;2771;2771;2771;0;103509;2900;2900;0;0;0;0;0;738;0
1;1;11,13;0;11,13;1;1;1;0;0;1;1;1;0;0;2;1;0;0;0;3;0;93;1;1;92;92;0;0;0;92;0;0;0;0;0;0;0;93;0
1;0;140,1;140,1;0;1;1;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;-1;2;0;300;300;0;300;300;0;300;0;300;0;0;0;0;0;0
2;1;8,58;0;8,58;2;2;2;0;0;2;2;2;0;0;0;1;0;0;1;2;0;280;1;3;7077;7077;0;0;0;7077;0;0;0;0;0;0;0;462;0
3;1;45,94;45,94;10,74;4;5;3;2;0;3;3;5;1;1;9;2;0;1;2;14;5;249;1;0;7996;7996;5726;5726;0;2270;7000;6000;1000;6;6;0;0;447;0
1;1;105,81;105,81;4,35;3;3;1;2;0;1;1;3;1;1;1;1;0;1;1;4;0;668;2;40;26405;26405;0;0;0;26405;3000;1000;2000;0;0;0;0;668;0
1;1;49,55;10,13;49,55;3;3;1;1;1;2;0;2;1;0;0;1;0;0;0;3;0;1044,087;2;48;303945,8407;22634;1815;1815;0;302130,8407;3000;3000;0;0;0;0;0;1477,087;0
1;1;116,16;0;116,16;2;2;2;0;1;2;1;1;0;0;1;1;0;0;1;3;0;217;4;24;5611,7526;5173;0;0;0;5611,7526;0;0;0;0;0;0;0;327,4552;0
2;1;39,19;13,71;39,19;2;2;0;1;0;1;0;1;0;1;1;1;1;1;1;3;0;471,4211;1;2603;122585,3055;0;0;0;0;122585,3055;4300;0;4300;0;0;0;0;471,4211;0
1;0;22,65;0;22,65;1;1;0;0;0;1;0;1;0;0;1;0;0;0;0;2;36;114;1;32;3628;3628;0;0;0;3628;0;0;0;36;36;0;0;114;0
2;1;49,52;49,52;5,32;2;2;1;1;0;1;1;2;0;1;0;2;1;2;2;2;0;315;1;18;10980;10980;0;5259;5259;5721;14300;0;14300;0;0;0;0;315;0
2;0;79;79;13,13;2;2;0;1;0;1;0;2;0;1;0;0;0;0;0;2;0;415;2;30;12352;12352;0;0;0;12352;3400;0;3400;0;0;0;0;415;0
2;0;89,29;52,32;89,29;2;2;0;1;0;1;0;1;0;1;2;0;0;0;0;5;0;97;4;29;5496;2728;0;2728;2728;2768;2900;0;2900;0;0;0;0;97;0
3;1;145,94;145,94;52,65;3;3;0;2;0;1;0;2;1;1;1;1;0;0;1;4;22;301;2;61;18310;25;25;25;0;18285;5600;1600;4000;22;22;22;22;301;0
2;1;140,1;140,1;0;2;2;0;2;0;0;0;2;0;2;0;1;0;1;1;2;0;-1;2;0;0;0;0;0;0;0;10600;0;10600;0;0;0;0;0;0
1;0;21,87;21,87;0;1;1;0;1;0;0;0;1;1;0;0;0;0;0;0;1;0;-1;1;0;0;0;0;0;0;0;5000;5000;0;0;0;0;0;0;0
1;0;84,45;0;84,45;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;223;58;1;4;223;223;0;0;0;223;0;0;0;223;223;0;0;58;0
1;0;141,39;141,39;0;1;1;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;-1;2;0;6046;6046;0;6046;6046;0;14000;0;14000;0;0;0;0;0;0
1;1;4,35;0;4,35;1;1;2;0;1;1;1;1;0;0;1;1;0;1;1;2;0;548;1;8;4654;4654;0;0;0;4654;0;0;0;0;0;0;0;548;0
1;0;3,71;0;3,71;1;1;1;0;0;1;1;1;0;0;1;0;0;0;0;2;0;126;1;21;2705;2705;0;0;0;2705;0;0;0;0;0;0;0;126;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;103,06;0;103,06;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;3;0;67863,7008;0;0;0;0;67863,7008;0;0;0;0;0;0;0;0;0
1;0;150,23;150,23;0;1;1;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;-1;2;0;1961;1961;0;1961;1961;0;2000;0;2000;0;0;0;0;0;0
1;1;62,58;62,58;3,35;2;2;1;1;0;1;1;2;0;1;4;2;0;1;2;6;0;0;2;0;22943;22943;0;169;169;22774;300;0;300;0;0;0;0;0;0
1;0;81;81;0;1;1;0;1;0;0;0;1;1;0;1;0;0;0;0;2;-1;-1;1;0;0;0;0;0;0;0;2000;2000;0;0;0;0;0;0;0
1;0;16,87;0;16,87;1;1;0;0;0;1;0;1;0;0;1;0;0;0;0;2;0;0;2;0;33501;33501;0;0;0;33501;0;0;0;0;0;0;0;0;0
3;2;32,71;32,71;8,13;3;3;2;2;1;1;1;3;1;1;1;2;0;0;1;4;0;108;1;2;217;217;0;0;0;217;3800;3000;800;0;0;0;0;108;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3;0;79,1;44,35;79,1;3;3;0;1;0;2;0;3;1;0;0;0;0;0;0;3;8;199;1;27;6613;6613;1307;1307;0;5306;2000;2000;0;8;8;0;0;199;0
3;2;49,1;0;49,1;3;4;1;0;0;4;1;3;0;0;5;2;2;2;2;9;0;616;2;31;70588;24335;0;0;0;70588;0;0;0;0;0;0;0;1318;0
1;0;37,16;37,16;23,26;2;2;0;1;0;1;0;2;1;0;1;0;0;0;0;3;0;261;1;36;9386;9386;0;0;0;9386;200;200;0;0;0;0;0;261;0
1;1;11,29;0;11,29;1;1;1;0;0;1;1;1;0;0;2;2;0;0;0;3;0;113;1;1;114;114;0;0;0;114;0;0;0;0;0;0;0;113;0
1;0;43,77;43,77;18,19;2;2;0;1;0;1;0;2;1;0;0;0;0;0;0;2;12;1015;1;7;9308;9308;2612;2612;0;6696;2600;2600;0;12;12;12;12;1015;0
1;0;113,39;113,39;0;1;1;0;1;0;0;0;1;0;1;1;0;0;0;0;2;-1;-1;1;0;0;0;0;0;0;0;3000;0;3000;0;0;0;0;0;0
1;0;72,74;0;72,74;1;2;0;0;0;2;0;2;0;0;1;0;0;0;0;3;0;946;1;14;19150;19150;0;0;0;19150;0;0;0;0;0;0;0;1219;0
2;2;15,45;15,45;3,71;2;3;2;2;1;1;1;3;2;0;1;2;0;1;2;4;0;109;1;1;850;850;741;741;0;109;4000;4000;0;0;0;0;0;109;0
1;1;30,58;30,58;0;1;1;0;1;0;0;0;1;0;1;0;1;0;0;1;1;0;-1;2;0;0;0;0;0;0;0;20000;0;20000;0;0;0;0;0;0
1;0;103,26;103,26;0;1;1;0;1;0;0;0;1;0;1;0;0;0;0;0;1;-1;-1;2;0;0;0;0;0;0;0;9700;0;9700;0;0;0;0;0;0
1;1;32,29;32,29;29,77;2;4;1;1;0;3;1;4;1;0;1;2;0;0;0;5;0;315;1;2;5408;5408;1003;1003;0;4405;1000;1000;0;0;0;0;0;524;0
1;0;109,29;109,29;0;2;3;0;3;0;0;0;3;2;1;0;0;0;0;0;3;0;-1;1;0;0;0;0;0;0;0;107450;103700;3750;0;0;0;0;0;0
1;1;8,58;8,58;0;1;1;1;1;1;0;0;1;1;0;0;1;0;0;1;1;0;-1;1;0;836;836;836;836;0;0;10700;10700;0;0;0;0;0;0;0
2;4;9,84;0;9,84;2;2;2;0;0;2;2;2;0;0;1;5;0;0;3;3;0;245;1;4;6812;6812;0;0;0;6812;0;0;0;0;0;0;0;384;0
2;1;23,45;23,45;4;3;3;2;2;1;1;1;3;1;1;0;2;0;1;1;3;0;139;1;0;2712;2712;2712;2712;0;0;3900;2900;1000;0;0;0;0;139;0
2;0;23,26;0;23,26;2;2;1;0;0;2;1;2;0;0;4;0;0;0;0;6;0;192;1;1;1273;1273;0;0;0;1273;0;0;0;0;0;0;0;275;0
1;1;113,45;113,45;0;1;1;0;1;0;0;0;1;0;1;0;3;0;2;2;1;0;-1;1;0;132;132;0;132;132;0;2600;0;2600;0;0;0;0;0;0
2;1;30,48;0;30,48;1;2;2;0;0;2;2;2;0;0;8;4;2;3;4;10;0;207;1;6;1322;1322;0;0;0;1322;0;0;0;0;0;0;0;346;0
1;0;30,16;30,16;0;1;1;0;1;0;0;0;1;1;0;0;0;0;0;0;1;-1;-1;1;0;0;0;0;0;0;0;10000;10000;0;0;0;0;0;0;0
2;3;51,74;51,74;9,23;2;3;2;2;1;1;1;2;2;0;0;6;0;0;0;3;0;1243;1;152;189169;0;0;0;0;189169;15000;15000;0;0;0;0;0;1243;0
2;3;10,23;6,87;10,23;3;4;4;2;2;2;2;3;2;0;4;4;0;1;3;8;261;1369;1;28;176480;8813;1634;1634;0;174846;2700;2700;0;261;261;0;0;1630;0
1;1;5,61;5,61;5,13;2;2;2;1;1;1;1;1;0;1;0;1;0;0;1;2;0;2316;2;67;154540;0;0;0;0;154540;300;0;300;0;0;0;0;2316;0
1;0;58,68;58,68;0;1;1;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;-1;2;0;0;0;0;0;0;0;5000;0;5000;0;0;0;0;0;0
1;1;68,19;0;68,19;1;1;0;0;0;1;0;0;0;0;0;1;1;1;1;1;0;437,5657;2;910;42517,3105;0;0;0;0;42517,3105;0;0;0;0;0;0;0;437,5657;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3;1;42,48;42,48;16,16;4;5;2;3;1;2;1;4;2;1;0;3;0;0;0;5;0;850;1;138;131110;13748;3642;3642;0;127468;5855;5555;300;0;0;0;0;850;0
1;1;3,42;0;3,42;1;1;1;0;0;1;1;1;0;0;0;1;0;1;1;1;0;294;1;7;2059;2059;0;0;0;2059;0;0;0;0;0;0;0;294;0
1;0;18,94;0;18,94;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;490;2;120;58839;0;0;0;0;58839;0;0;0;0;0;0;0;490;0
5;0;105,87;105,87;21,81;3;7;0;4;0;3;0;7;3;1;9;0;0;0;0;16;0;738;2;3;66754;66754;1098;7417;6319;59337;17600;7600;10000;0;0;0;0;1578;0
1;0;12,48;0;12,48;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;-1;1329;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1329;0
2;1;142,23;142,23;2,81;2;2;1;1;0;1;1;2;0;1;0;1;1;1;1;2;10;229;2;10;2364;2364;0;0;0;2364;7000;0;7000;10;10;0;0;229;0
4;4;97,16;97,16;54,29;6;9;4;4;2;5;2;8;2;2;2;5;1;1;5;11;0;695;2;7;130266,5592;27984;3964;7989;4025;122277,5592;11400;5000;6400;0;0;0;0;1499,6016;0
3;2;26,48;26,48;0;1;5;3;5;3;0;0;5;5;0;4;3;0;2;2;9;81;-1;1;0;2886;2886;2886;2886;0;0;17200;17200;0;81;81;81;81;0;0
2;2;7,68;7,65;7,68;2;3;4;1;1;2;3;3;1;0;2;3;0;0;2;5;0;310;1;17;9279;9279;464;464;0;8815;500;500;0;0;0;0;0;455;0
2;1;10,68;10,68;8,06;3;3;3;1;1;2;2;3;0;1;3;1;0;0;1;6;0;337;1;8;9218;9218;0;2013;2013;7205;2000;0;2000;0;0;0;0;431;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;124,29;124,29;58,68;2;2;0;1;0;1;0;1;0;1;0;0;0;0;0;2;0;457,1618;4;1730;84031,8616;0;0;0;0;84031,8616;2500;0;2500;0;0;0;0;457,1618;0
1;0;79,81;79,81;0;1;1;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;-1;1;0;1020;1020;0;1020;1020;0;3000;0;3000;0;0;0;0;0;0
1;0;29,71;29,65;29,71;2;2;0;1;0;1;0;2;1;0;0;0;0;0;0;2;77;478;1;29;13802;13802;102;102;0;13700;5000;5000;0;77;77;77;77;478;0
2;0;122,81;122,81;0;1;2;0;2;0;0;0;2;0;2;0;0;0;0;0;2;0;-1;2;0;6659;6659;0;6659;6659;0;7400;0;7400;0;0;0;0;0;0
2;0;39,35;39,35;0;1;2;0;2;0;0;0;2;2;0;1;0;0;0;0;3;0;-1;1;0;637;637;637;637;0;0;1500;1500;0;0;0;0;0;0;0
5;3;38,68;31;38,68;4;5;2;2;0;3;2;4;2;0;1;3;1;2;3;6;0;342;1;13;25876;3621;516;516;0;25360;6500;6500;0;0;0;0;0;533;0
2;0;25,39;25,39;0;1;2;0;2;0;0;0;2;2;0;0;0;0;0;0;3;0;-1;1;0;1073;1073;1073;1073;0;0;5800;5800;0;0;0;0;0;0;0
1;0;17,97;17,97;0;1;1;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;-1;2;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0
2;1;23,03;23,03;16,74;2;2;0;1;0;1;0;2;1;0;0;1;0;0;0;2;0;502;1;18;9799;9799;562;562;0;9237;1500;1500;0;0;0;0;0;502;0
1;1;8,58;8,58;0;1;1;1;1;1;0;0;1;0;1;0;1;0;0;1;1;0;-1;1;0;2679;2679;0;2679;2679;0;4000;0;4000;0;0;0;0;0;0
1;0;21,16;0;21,16;1;1;0;0;0;1;0;1;0;0;2;0;0;0;0;3;0;428;1;24;10304;10304;0;0;0;10304;0;0;0;0;0;0;0;428;0
1;1;5,26;0;5,26;1;1;1;0;0;1;1;1;0;0;1;1;0;1;1;2;0;115;1;13;1466;1466;0;0;0;1466;0;0;0;0;0;0;0;115;0
1;0;47,74;47,74;0;1;1;0;1;0;0;0;1;1;0;0;0;0;0;0;1;0;-1;1;0;0;0;0;0;0;0;2000;2000;0;0;0;0;0;0;0
1;0;152,55;152,55;0;1;1;1;1;0;0;1;1;0;1;2;0;0;0;0;3;0;-1;2;0;0;0;0;0;0;0;5800;0;5800;0;0;0;0;0;0
1;1;9,48;9,48;0;1;1;1;1;1;0;0;1;1;0;0;1;0;0;0;1;0;-1;1;0;380;380;380;380;0;0;5500;5500;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2;1;87,23;0;87,23;2;3;2;0;0;3;2;3;0;0;2;2;0;1;2;5;0;355;1;33;23123;23123;0;0;0;23123;0;0;0;0;0;0;0;473;0
1;0;62,45;0;62,45;1;2;1;0;0;2;1;2;0;0;3;0;0;0;0;5;0;233;1;11;2619;2619;0;0;0;2619;0;0;0;0;0;0;0;293;0
1;1;14,03;0;14,03;1;1;1;0;0;1;1;1;0;0;1;1;0;0;1;2;0;94;1;10;914;914;0;0;0;914;0;0;0;0;0;0;0;94;0
1;0;161,71;161,71;0;1;1;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;-1;1;0;0;0;0;0;0;0;300;0;300;0;0;0;0;0;0
1;1;56,42;56,42;0,81;2;2;1;1;0;1;1;2;0;1;2;1;1;1;1;4;0;189;1;12;2194;2194;0;0;0;2194;1300;0;1300;0;0;0;0;189;0
2;0;38,16;38,16;0;2;2;0;2;0;0;0;2;1;1;0;0;0;0;0;2;0;-1;2;0;0;0;0;0;0;0;4250;3800;450;0;0;0;0;0;0
2;1;66,45;66,45;17,97;3;5;0;4;0;1;0;5;3;1;1;1;1;1;1;6;0;175;2;0;1152;1152;1152;1152;0;0;10100;5100;5000;0;0;0;0;175;0
2;2;67,65;67,65;56,16;4;6;1;5;1;1;0;5;3;2;1;2;1;1;2;7;0;528,3713;2;2563;137602,8889;2343;2342;2343;1;135259,8889;42300;20000;22300;0;0;0;0;528,3713;0
1;0;146,26;146,26;0;2;2;0;2;0;0;0;2;1;1;1;0;0;0;0;3;0;-1;1;0;0;0;0;0;0;0;3100;2600;500;0;0;0;0;0;0
2;1;19,55;19,55;2,87;2;3;1;2;0;1;1;3;2;0;5;1;1;1;1;8;0;93;1;5;1543;1543;1088;1088;0;455;2500;2500;0;0;0;0;0;93;0
1;0;53,87;53,87;0;1;1;0;1;0;0;0;1;0;1;1;0;0;0;0;2;0;-1;1;0;0;0;0;0;0;0;3200;0;3200;0;0;0;0;0;0
1;0;132,97;132,97;0;1;1;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;-1;2;0;0;0;0;0;0;0;300;0;300;0;0;0;0;0;0
1;3;2,55;0;2,55;1;1;1;0;0;1;1;0;0;0;0;4;0;2;2;1;0;0;2;0;70279;0;0;0;0;70279;0;0;0;0;0;0;0;0;0
1;1;11,19;0;11,19;1;1;1;0;0;1;1;0;0;0;0;1;0;0;0;1;0;308;2;242;74488;0;0;0;0;74488;0;0;0;0;0;0;0;308;0
3;0;125,32;125,32;89,06;3;4;0;2;0;2;0;3;0;2;0;0;0;0;0;5;2;424;2;142;61432;1257;0;1255;1255;60177;5000;0;5000;2;2;0;0;424;0
3;1;53,97;53,97;9,81;3;3;2;1;0;2;2;3;0;1;2;1;1;1;1;5;0;69;1;3;712;712;0;0;0;712;500;0;500;0;0;0;0;133;0
1;0;37,35;37,35;0;1;1;0;1;0;0;0;1;1;0;0;0;0;0;0;1;0;-1;1;0;1911;1911;1911;1911;0;0;2000;2000;0;0;0;0;0;0;0
1;1;80,52;80,52;7,81;2;2;1;1;0;1;1;2;0;1;0;2;0;0;1;2;0;0;2;0;54057;54057;0;609;609;53448;1000;0;1000;0;0;0;0;0;0
3;1;124,42;124,42;26,48;3;4;0;2;0;2;0;4;1;1;6;1;1;1;1;12;0;565;3;11;50879;50879;2104;4507;2403;46372;4500;2000;2500;0;0;0;0;936;0
2;0;98,55;52,9;98,55;2;2;0;1;0;1;0;1;0;1;0;0;0;0;0;2;184;0;2;0;31123;9230;0;9230;9230;21893;13000;0;13000;184;0;0;0;0;0
3;0;78,48;78,48;74,87;3;4;0;2;0;2;0;4;1;1;1;0;0;0;0;5;1;119;2;12;17094,6826;17094,6826;86;86;0;17008,6826;6600;1600;5000;1;1;0;0;119;0
1;0;15,68;15,68;0;1;1;0;1;0;0;0;1;1;0;0;0;0;0;0;1;214;-1;1;0;1646;1646;1646;1646;0;0;5000;5000;0;214;214;214;214;0;0
1;1;30,58;0;30,58;2;2;1;0;0;2;1;2;0;0;1;1;1;1;1;4;0;219;1;4;3145;3145;0;0;0;3145;0;0;0;0;0;0;0;386;0
1;0;39,42;39,42;0;1;1;0;1;0;0;0;1;1;0;0;0;0;0;0;1;0;-1;1;0;401;401;401;401;0;0;10000;10000;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
