id;ILE_BANKOW;ILE_BANKOW_12;ILE_MIES_OD_NAJSTAR_OTW;ILE_MIES_OD_NAJSTAR_OTW_NRAT;ILE_MIES_OD_NAJSTAR_OTW_RAT;ILE_PRODUKTOW;ILE_RACH_OTW;ILE_RACH_OTW_12;ILE_RACH_OTW_NRAT;ILE_RACH_OTW_NRAT_12;ILE_RACH_OTW_RAT;ILE_RACH_OTW_RAT_12;ILE_RACH_OTW_BEZ_HIPO;ILE_RACH_OTW_KARTY;ILE_RACH_OTW_ODNAWIALNE;ILE_RACH_ZAMK;ILE_ZAPYTAN_12;ILE_ZAPYTAN_3;ILE_ZAPYTAN_6;ILE_ZAPYTAN_9;L_RACHUNKOW;MAX_NAL_WYMAGAL;MAX_RATA;MAX_WNIOSKODAWCY;MIN_L_RAT_DO_SPLATY;SUMA_DO_SPLATY;SUMA_DO_SPLATY_BEZ_HIPO;SUMA_DO_SPLATY_KARTY;SUMA_DO_SPLATY_NRAT;SUMA_DO_SPLATY_ODNAWIALNE;SUMA_DO_SPLATY_RAT;SUMA_LIMIT;SUMA_LIMIT_KARTY;SUMA_LIMIT_ODNAWIALNE;SUMA_NAL_WYMAGAL;SUMA_NAL_WYMAGAL_BEZ_HIPO;SUMA_NAL_WYMAGAL_KARTY;SUMA_NAL_WYMAGAL_NRAT;SUMA_RATA;STATUS
2409;2;;86,1;18,45;86,1;3;4;0;2;0;2;0;2;1;1;0;;;;;4;0;999,7924;4;2339;234108,1789;451;451;451;0;233657,1789;19400;5000;14400;0;0;0;0;1580,7924;0
2410;1;1;102,9;102,9;;1;2;1;2;1;0;0;2;2;0;1;1;1;1;1;3;0;-1;1;;1791;1791;1791;1791;;;30000;30000;;0;0;0;0;0;0
2411;1;;15,35;;15,35;1;1;0;0;0;1;0;1;0;0;0;;;;;1;0;108;1;22;2323;2323;;;;2323;;;;0;0;;;108;0
2412;2;;168,87;168,87;27,68;2;3;0;1;0;2;0;3;0;1;1;;;;;4;0;215;1;8;2571;2571;;491;491;2080;500;;500;0;0;;0;215;0
2413;3;2;56,13;;56,13;2;3;0;0;0;3;0;3;0;0;1;2;2;2;2;4;0;364;1;4;6133;6133;;;;6133;;;;0;0;;;736;0
2414;1;1;42,52;;42,52;1;1;0;0;0;1;0;0;0;0;1;1;1;1;1;2;0;1530;3;59;90643;;;;;90643;;;;0;;;;1530;0
2415;1;;17,68;;17,68;1;1;0;0;0;1;0;1;0;0;0;;;;;1;0;0;1;;1366;1366;;;;1366;;;;0;0;;;0;0
2416;2;;29,06;29,06;26,13;2;2;0;1;0;1;0;1;1;0;0;;;;;2;0;667,5829;2;3537;236115,0396;202;202;202;;235913,0396;14000;14000;;0;0;0;0;667,5829;0
2417;1;;40,68;;40,68;1;1;0;0;0;1;0;0;0;0;1;;;;;2;0;334;2;18;6033;;;;;6033;;;;0;;;;334;0
2418;1;;22,84;;22,84;1;1;0;0;0;1;0;0;0;0;0;;;;;1;0;446;1;243;108373;;;;;108373;;;;0;;;;446;0
2419;1;1;18,26;18,23;18,26;3;3;1;1;0;2;1;2;1;0;0;1;0;0;0;3;0;955;2;22;130692;4516;1992;1992;;128700;2000;2000;;0;0;0;0;1069;0
2420;1;;141,97;141,97;;1;1;0;1;0;0;0;1;0;1;0;;;;;1;0;-1;2;;0;0;;0;0;;300;;300;0;0;;0;0;0
2421;4;3;23,29;23,29;16,61;2;5;3;1;0;4;3;5;1;0;4;3;0;0;2;9;0;152;1;1;10043;10043;0;0;;10043;3000;3000;;0;0;0;0;407;0
2422;1;2;30,42;6,55;30,42;2;4;3;1;1;3;2;4;1;0;2;8;1;7;8;6;0;415;1;26;35073;35073;807;807;;34266;1000;1000;;0;0;0;0;828;0
2423;2;;84,58;22,35;84,58;2;3;0;1;0;2;0;3;1;0;0;;;;;3;17;180;1;1;4103;4103;3858;3858;;245;4000;4000;;17;17;0;0;180;0
2424;5;3;50,81;50,81;11,1;3;8;6;3;1;5;5;8;2;1;3;4;0;1;2;11;0;190;2;3;20043;20043;3122;12379;9257;7664;35600;15600;20000;0;0;0;0;725;0
2425;3;1;29,68;;29,68;2;4;2;0;0;4;2;4;0;0;3;2;1;1;2;7;0;476;1;3;24037;24037;;;;24037;;;;0;0;;;1002;0
2426;2;;29;29;8,39;2;2;1;1;0;1;1;2;0;1;1;;;;;3;197;167;1;12;1926;1926;;;;1926;300;;300;197;197;;;167;0
2427;1;;22,68;;22,68;1;1;0;0;0;1;0;0;0;0;0;;;;;1;0;0;2;;103171;;;;;103171;;;;0;;;;0;0
2428;1;;20,13;20,13;;1;1;0;1;0;0;0;1;0;1;0;;;;;1;0;-1;2;;0;0;;0;0;;3500;;3500;0;0;;0;0;0
2429;1;;179,94;179,94;;1;2;0;2;0;0;0;2;0;2;1;;;;;3;0;-1;2;;1315;1315;;1315;1315;;4074;;4074;0;0;;0;0;0
2430;1;;14,03;14,03;;1;1;0;1;0;0;0;1;1;0;0;;;;;1;0;-1;1;;41;41;41;41;;;1000;1000;;0;0;0;0;0;0
2431;3;4;55,19;55,19;7,13;3;5;4;1;0;4;4;5;0;1;0;6;3;4;5;5;2;272;1;3;7550;7550;;302;302;7248;300;;300;2;2;;2;484;0
2432;2;1;103,48;103,48;;2;2;1;2;1;0;0;2;1;1;2;1;0;1;1;4;0;-1;1;;2162;2162;2162;2162;;;11600;8600;3000;0;0;0;0;0;0
2433;1;;35,26;35,26;35,06;2;2;0;1;0;1;0;1;0;1;0;;;;;2;0;617;2;147;93885;3340;;3340;3340;90545;11100;;11100;0;0;;0;617;0
2434;1;;141,39;141,39;;1;1;0;1;0;0;0;1;0;1;0;;;;;1;-1;-1;1;;;;;;;;2500;;2500;;;;;0;0
2435;4;4;84,68;84,68;22,23;3;5;2;3;1;2;1;5;2;1;4;5;1;4;4;9;0;219;1;27;19333;19333;1198;9876;8678;9457;13500;3600;9900;0;0;0;0;339;0
2436;2;1;169,81;169,81;31,52;3;4;12;1;0;3;12;4;0;1;37;1;0;1;1;41;0;3000;1;;4358;4358;;1477;1477;2881;1500;;1500;0;0;;0;3582;0
2437;2;;57;24,32;57;2;2;0;1;0;1;0;1;1;0;0;;;;;2;0;268,9315;2;2589;69567,8332;0;0;0;;69567,8332;10000;10000;;0;0;0;0;268,9315;0
2438;1;;62,87;62,87;;1;1;0;1;0;0;0;1;0;1;3;;;;;4;0;-1;1;;7203;7203;;7203;7203;;10400;;10400;0;0;;0;0;0
2439;3;1;136,26;136,26;30,9;4;5;1;3;0;2;0;5;1;2;5;1;0;1;1;10;911;358;1;3;6912;6912;483;5780;5297;1132;8916;1000;7916;1190;1190;0;911;358;0
2440;4;;32;;32;2;6;14;0;0;6;14;6;0;0;34;;;;;40;0;2014;2;1;101550;101550;;;;101550;;;;0;0;;;4593;0
2441;1;;38,06;38;38,06;2;2;0;1;0;1;0;1;1;0;0;;;;;2;0;1067;4;127;135380;0;0;0;;135380;5000;5000;;0;0;0;0;1067;0
2442;2;;75,32;75,32;;2;2;0;2;0;0;0;2;1;1;1;;;;;3;0;-1;2;;1866;1866;1866;1866;;;9600;4100;5500;0;0;0;0;0;0
2443;1;;42,42;42,42;;1;1;0;1;0;0;0;1;1;0;0;;;;;1;0;-1;1;;0;0;0;0;;;2000;2000;;0;0;0;0;0;0
2444;1;;132,68;132,68;;1;1;0;1;0;0;0;1;0;1;0;;;;;1;0;-1;2;;0;0;;0;0;;5000;;5000;0;0;;0;0;0
2445;1;1;5,97;;5,97;1;1;1;0;0;1;1;1;0;0;0;1;0;1;1;1;0;75;1;5;376;376;;;;376;;;;0;0;;;75;0
2446;0;1;;;;0;0;1;0;0;0;1;0;0;0;3;1;0;0;0;3;-1;-1;-1;;;;;;;;;;;;;;;0;0
2447;2;2;31,13;;31,13;2;2;1;0;0;2;1;2;0;0;3;3;1;3;3;5;0;366;1;4;16301;16301;;;;16301;;;;0;0;;;679;0
2448;1;1;18,52;18,52;;2;2;1;2;1;0;0;2;1;1;0;2;0;0;0;2;0;-1;1;;0;0;0;0;0;;4000;1500;2500;0;0;0;0;0;0
2449;1;;23,03;;23,03;1;1;0;0;0;1;0;1;0;0;0;;;;;1;0;0;3;;13800;13800;;;;13800;;;;0;0;;;0;0
2450;1;;38,48;;38,48;1;2;0;0;0;2;0;2;0;0;0;;;;;2;0;189;1;40;11636;11636;;;;11636;;;;0;0;;;283;0
2451;1;1;6,77;;6,77;1;1;1;0;0;1;1;1;0;0;2;1;0;0;1;3;0;130;1;6;753;753;;;;753;;;;0;0;;;130;0
2452;1;2;17,58;;17,58;1;2;1;0;0;2;1;2;0;0;0;2;0;2;2;2;0;431;1;18;15303;15303;;;;15303;;;;0;0;;;654;0
2453;3;;98,06;98,06;83,58;4;4;0;2;0;2;0;3;1;1;4;;;;;8;589;530;2;13;78797,1027;23451;7219;16327;9108;62470,1027;20500;11500;9000;697;697;0;108;530;0
2454;1;;52,65;52,65;;1;1;0;1;0;0;0;1;0;1;0;;;;;1;0;-1;1;;0;0;;0;0;;500;;500;0;0;;0;0;0
2455;2;2;130,55;130,55;8,26;3;3;2;1;0;2;2;3;0;1;3;3;0;1;3;6;0;262;1;6;6207;6207;;1408;1408;4799;1600;;1600;0;0;;0;408;0
2456;1;;137,97;137,97;;1;1;0;1;0;0;0;1;0;1;0;;;;;1;0;-1;2;;0;0;;0;0;;4800;;4800;0;0;;0;0;0
2457;1;1;27,48;;27,48;1;2;0;0;0;2;0;2;0;0;1;1;1;1;1;3;0;379;1;45;25566;25566;;;;25566;;;;0;0;;;568;0
2458;1;1;63,48;63,48;;1;1;0;1;0;0;0;1;0;1;1;1;0;0;1;2;-1;-1;1;;;;;;;;4500;;4500;;;;;0;0
2459;2;;31,81;31,81;;1;2;0;2;0;0;0;2;2;0;0;;;;;3;0;-1;1;;8490;8490;8490;8490;;;60000;60000;;0;0;0;0;0;0
2460;1;1;3,52;3,52;;1;1;1;1;1;0;0;1;0;1;0;1;0;1;1;1;0;-1;1;;472;472;;472;472;;3000;;3000;0;0;;0;0;0
2461;1;2;6,42;;6,42;1;1;2;0;0;1;1;1;0;0;1;2;0;0;1;2;0;317;1;55;17465;17465;;;;17465;;;;0;0;;;317;0
2462;3;;20,81;;20,81;2;3;1;0;0;3;1;3;0;0;7;;;;;10;20;180;1;5;6888;6888;;;;6888;;;;21;21;;;338;0
2463;1;1;1,19;1,19;;1;1;1;1;1;0;0;1;1;0;0;1;0;0;0;2;0;-1;1;;100;100;100;100;;;1700;1700;;0;0;0;0;0;0
2464;1;;15,06;;15,06;1;1;0;0;0;1;0;1;0;0;3;;;;;4;75;154;1;0;75;75;;;;75;;;;75;75;;;154;0
2465;1;;147;147;;1;1;0;1;0;0;0;1;0;1;0;;;;;1;0;-1;1;;0;0;;0;0;;300;;300;0;0;;0;0;0
2466;7;4;155,81;155,81;3,97;3;9;3;7;1;2;2;9;6;1;0;4;1;3;3;9;0;200;2;2;14284;14284;3997;11074;7077;3210;32512;22512;10000;0;0;0;0;358;0
2467;3;2;20,55;9,52;20,55;2;3;2;1;1;2;1;3;1;0;6;2;0;0;0;9;0;355;1;14;10195;10195;267;267;;9928;5500;5500;;0;0;0;0;675;0
2468;1;;13,68;;13,68;1;1;0;0;0;1;0;0;0;0;0;;;;;1;0;0;2;;121950;;;;;121950;;;;0;;;;0;0
2469;1;2;9,97;9,97;9,97;3;4;4;2;2;2;2;4;1;1;1;5;1;3;4;5;-1;629;1;;;;;;;;5000;1000;4000;;;;;787;0
2470;3;1;30,26;30,26;6,29;3;3;2;1;0;2;2;2;1;0;6;2;0;0;1;9;1;423;2;18;49104;2830;0;0;;49104;500;500;;1;1;0;0;582;0
2471;1;;137,39;137,39;19,52;3;3;0;2;0;1;0;2;1;1;1;;;;;4;0;3589;2;96;347671;2581;2581;2581;;345090;21600;6600;15000;0;0;0;0;3589;0
2472;1;;86;86;15,52;2;2;0;1;0;1;0;2;0;1;0;;;;;2;0;0;2;;10085;10085;;0;0;10085;300;;300;0;0;;0;0;0
2473;1;;37,16;37,16;;1;1;0;1;0;0;0;1;1;0;0;;;;;1;-1;-1;1;;;;;;;;4506;4506;;;;;;0;0
2474;4;1;76,65;76,65;37,94;3;6;0;3;0;3;0;5;3;0;0;1;1;1;1;6;26;1851;1;2;83653;83653;14146;14146;;69507;17500;17500;;26;26;0;0;2616;0
2475;2;1;42,65;42,65;12,42;2;3;11;1;0;2;11;3;0;1;39;1;1;1;1;42;0;505;1;;1528;1528;;1528;1528;;1900;;1900;0;0;;0;591;0
2476;2;1;116;116;2,71;2;2;1;1;0;1;1;2;0;1;0;1;1;1;1;2;0;158;2;15;2399;2399;;;;2399;5000;;5000;0;0;;;158;0
2477;1;;26,03;25,9;26,03;2;2;0;1;0;1;0;2;1;0;0;;;;;2;0;420;1;42;17686;17686;28;28;;17658;2000;2000;;0;0;0;0;420;0
2478;2;1;23,39;23,39;11,42;3;3;1;2;0;1;1;3;1;1;1;1;0;0;0;4;19;94;2;1;1629;1629;15;1535;1520;94;3000;1500;1500;19;19;0;19;94;0
2479;2;2;18,61;18,61;8,16;2;3;1;2;0;1;1;3;2;0;0;2;0;1;2;3;1;85;1;15;2719;2719;1475;1475;;1244;8700;8700;;1;1;0;0;85;0
2480;1;1;8,06;;8,06;1;1;1;0;0;1;1;1;0;0;0;1;0;0;1;1;8;364;3;21;7795;7795;;;;7795;;;;8;8;;;364;0
2481;1;;165,81;165,81;;1;1;0;1;0;0;0;1;0;1;0;;;;;1;0;-1;2;;0;0;;0;0;;200;;200;0;0;;0;0;0
2482;2;2;49,77;49,77;26,68;2;3;1;1;0;2;1;1;0;1;0;2;0;1;2;3;0;1755,9645;2;2129;704665,1081;26075;;26075;26075;678590,1081;30000;;30000;0;0;;0;2600,7258;0
2483;3;1;158,32;158,32;13,68;4;4;1;3;1;1;0;4;1;2;1;1;0;1;1;6;0;275;2;10;5120;5120;2348;2348;0;2772;10700;4200;6500;0;0;0;0;275;0
2484;1;;11,65;;11,65;1;1;1;0;0;1;1;0;0;0;0;;;;;1;0;2484;2;142;353726;;;;;353726;;;;0;;;;2484;0
2485;1;;122,32;122,32;;1;2;0;2;0;0;0;2;0;2;0;;;;;2;-1;-1;2;;;;;;;;12700;;12700;;;;;0;0
2486;0;;;;;0;0;0;0;0;0;0;0;0;0;2;;;;;2;-1;-1;-1;;;;;;;;;;;;;;;0;0
2487;1;1;32,1;32,1;;1;1;0;1;0;0;0;1;1;0;1;1;1;1;1;2;0;-1;1;;0;0;0;0;;;1000;1000;;0;0;0;0;0;0
2488;1;;146,13;146,13;;1;1;0;1;0;0;0;1;0;1;2;;;;;4;0;-1;2;;5924;5924;;5924;5924;;6000;;6000;0;0;;0;0;0
2489;1;;18,39;;18,39;1;1;0;0;0;1;0;1;0;0;3;;;;;5;0;387;2;19;7355;7355;;;;7355;;;;0;0;;;387;0
2490;1;;42,58;42,58;;1;1;0;1;0;0;0;1;0;1;0;;;;;1;0;-1;2;;5024;5024;;5024;5024;;10000;;10000;0;0;;0;0;0
2491;0;;;;;0;0;0;0;0;0;0;0;0;0;1;;;;;1;-1;-1;-1;;;;;;;;;;;;;;;0;0
2492;1;2;97,58;26,94;97,58;3;3;1;1;0;2;1;3;1;0;1;2;1;1;2;4;204;154;2;0;7284;7284;603;603;;6681;4200;4200;;204;204;204;204;281;0
2493;3;2;167;167;42,74;3;4;1;2;1;2;0;4;1;1;0;2;1;1;1;4;0;615;2;16;26612;26612;4166;10327;6161;16285;13500;6000;7500;0;0;0;0;863;0
2494;3;3;21,68;15;21,68;4;5;2;3;1;2;1;4;2;1;0;3;0;2;2;5;0;1284;1;3390;312262,1107;1526;1526;1526;0;310736,1107;32500;15000;17500;0;0;0;0;2201,531;0
2495;3;2;59,48;59,48;16,87;4;5;2;2;0;3;2;5;1;1;0;2;0;0;2;5;0;904;2;5;48854;48854;4332;10886;6554;37968;20200;13200;7000;0;0;0;0;1237;0
2496;1;2;48,06;;48,06;2;3;1;0;0;3;1;1;0;0;1;2;0;1;1;5;0;404,9792;4;7;211266,8894;722;;;;211266,8894;;;;0;0;;;914,7945;0
2497;1;;133,45;133,45;;2;2;0;2;0;0;0;2;1;1;0;;;;;2;0;-1;1;;3059;3059;0;3059;3059;;5000;1000;4000;0;0;0;0;0;0
2498;0;;;;;0;0;0;0;0;0;0;0;0;0;1;;;;;1;-1;-1;-1;;;;;;;;;;;;;;;0;0
2499;2;;108,39;108,39;;1;2;0;2;0;0;0;2;2;0;3;;;;;5;0;-1;1;;1479;1479;1479;1479;;;12500;12500;;0;0;0;0;0;0
2500;2;2;36,42;36,42;17;3;4;0;2;0;2;0;4;2;0;5;4;2;3;3;9;0;1130;1;22;93660;93660;0;0;;93660;5900;5900;;0;0;0;0;1276;0
2501;3;;52,61;38,68;52,61;3;3;0;1;0;2;0;2;0;1;0;;;;;3;0;1569,2944;2;38;356676,018;19341;;3537;3537;353139,018;5000;;5000;0;0;;0;1986,2944;0
2502;2;1;89,06;;89,06;2;2;0;0;0;2;0;1;0;0;0;1;0;0;1;2;0;781;2;2;88634;379;;;;88634;;;;0;0;;;979;0
2503;1;1;135,35;135,35;29,19;2;2;0;1;0;1;0;2;0;1;1;2;0;2;2;3;282;0;1;;7632;7632;;272;272;7360;272;;272;554;554;;272;0;0
2504;0;;;;;0;0;0;0;0;0;0;0;0;0;1;;;;;1;-1;-1;-1;;;;;;;;;;;;;;;0;0
2505;1;1;7,29;7,29;;1;1;1;1;1;0;0;1;0;1;0;1;0;0;1;1;0;-1;2;;4758;4758;;4758;4758;;5000;;5000;0;0;;0;0;0
2506;4;;119,65;119,65;38,48;4;6;0;4;0;2;0;5;2;2;2;;;;;8;0;850;2;202;195381;23738;9100;23526;14426;171855;23550;9300;14250;0;0;0;0;850;0
2507;3;1;54,81;;54,81;2;3;1;0;0;3;1;2;0;0;2;3;0;0;3;5;0;721,3692;2;2579;185885,4528;0;;;;185885,4528;;;;0;0;;;1314,3692;0
2508;1;;21,71;21,71;14,35;2;2;0;1;0;1;0;2;1;0;3;;;;;5;-1;243;1;;;;;;;;3000;3000;;;;;;243;0
2509;2;2;171,45;171,45;14,39;2;3;3;1;0;2;3;3;0;1;9;3;1;1;2;12;0;609;1;42;28238;28238;;845;845;27393;1500;;1500;0;0;;0;609;0
2510;1;;36,13;;36,13;1;1;0;0;0;1;0;0;0;0;0;;;;;1;0;2058,7622;3;1173;256501,52;;;;;256501,52;;;;0;;;;2058,7622;0
2511;1;1;2,84;;2,84;1;1;1;0;0;1;1;1;0;0;0;1;1;1;1;1;0;179;1;18;3225;3225;;;;3225;;;;0;0;;;179;0
2512;1;1;116,35;116,35;101,68;2;2;0;1;0;1;0;1;0;1;0;1;0;0;0;2;0;411,1388;2;787;39202,2492;4820;;4820;4820;34382,2492;6000;;6000;0;0;;0;411,1388;0
2513;1;;133,97;133,97;;1;1;0;1;0;0;0;1;0;1;0;;;;;1;0;-1;2;;0;0;;0;0;;300;;300;0;0;;0;0;0
2514;1;2;3,35;;3,35;1;1;1;0;0;1;1;1;0;0;0;2;0;2;2;1;0;150;1;9;1277;1277;;;;1277;;;;0;0;;;150;0
2515;1;2;4,87;;4,87;1;1;1;0;0;1;1;1;0;0;0;3;0;3;3;1;0;211;1;14;2960;2960;;;;2960;;;;0;0;;;211;0
2516;3;;48,74;48,74;30,58;4;4;0;2;0;2;0;4;1;1;1;;;;;5;30;181;1;3;2356;2356;389;694;305;1662;1000;700;300;59;59;24;29;181;0
2517;1;;145,84;145,84;;1;1;0;1;0;0;0;1;0;1;0;;;;;1;-1;-1;2;;;;;;;;4000;;4000;;;;;0;0
2518;1;1;111,77;111,77;;1;1;0;1;0;0;0;1;1;0;1;1;0;0;1;2;-1;-1;1;;;;;;;;3000;3000;;;;;;0;0
2519;1;;154,13;154,13;;1;1;0;1;0;0;0;1;0;1;1;;;;;2;0;-1;2;;145;145;;145;145;;7000;;7000;0;0;;0;0;0
2520;1;;32,77;32,77;;1;1;0;1;0;0;0;1;1;0;0;;;;;1;0;-1;1;;173;173;173;173;;;3000;3000;;0;0;0;0;0;0
2521;4;1;28,19;25,19;28,19;3;7;3;2;1;5;2;7;2;0;0;1;1;1;1;7;0;156;1;2;9397;9397;2197;2197;;7200;3000;3000;;0;0;0;0;584;0
2522;1;;25,77;25,77;;1;1;0;1;0;0;0;1;1;0;1;;;;;2;0;-1;1;;4492;4492;4492;4492;;;6000;6000;;0;0;0;0;0;0
2523;3;1;20;20;15,55;2;3;1;1;0;2;1;3;1;0;2;1;1;1;1;5;1;182;2;10;4635;4635;77;77;;4558;5500;5500;;1;1;0;0;334;0
2524;1;;29,03;;29,03;1;1;0;0;0;1;0;0;0;0;0;;;;;1;0;1524,9998;2;2725;415116,3356;;;;;415116,3356;;;;0;;;;1524,9998;0
2525;1;1;103,77;103,77;;1;2;0;2;0;0;0;2;2;0;0;1;1;1;1;2;0;-1;1;;3;3;3;3;;;13000;13000;;0;0;0;0;0;0
2526;4;;128,32;128,32;20,45;3;6;0;5;0;1;0;6;4;1;1;;;;;7;0;323;1;24;22656;22656;14738;14765;27;7891;15900;14900;1000;0;0;0;0;323;0
2527;2;2;49,55;49,55;24,68;3;3;0;1;0;2;0;3;1;0;3;2;0;0;0;6;4;375;1;26;10796;10796;1173;1173;;9623;1200;1200;;4;4;4;4;642;0
2528;2;;85,74;85,74;24,77;2;2;0;1;0;1;0;2;0;1;0;;;;;2;0;171;2;5;5376;5376;;4526;4526;850;6000;;6000;0;0;;0;171;0
2529;2;;119,68;119,68;;2;2;0;2;0;0;0;2;1;1;1;;;;;3;0;-1;1;;0;0;0;0;0;;4900;4400;500;0;0;0;0;0;0
2530;1;;4,03;4,03;;1;1;1;1;1;0;0;1;1;0;0;;;;;1;0;-1;1;;0;0;0;0;;;3000;3000;;0;0;0;0;0;0
2531;2;;46,26;;46,26;2;2;1;0;0;2;1;2;0;0;1;;;;;3;18;111;1;9;1068;1068;;;;1068;;;;18;18;;;111;0
2532;2;3;10,68;;10,68;2;3;3;0;0;3;3;1;0;0;0;5;0;0;3;3;0;595;2;132;251779,9265;78984,2232;;;;251779,9265;;;;0;0;;;1596,9559;0
2533;1;;21,23;21,23;19,84;2;2;0;1;0;1;0;2;0;1;2;;;;;4;0;665;1;16;12908;12908;;2485;2485;10423;5000;;5000;0;0;;0;665;0
2534;2;1;143,58;143,58;61,42;3;3;2;1;0;2;2;2;0;1;2;2;1;1;2;5;0;628,981;3;2115;160810,4284;19483;;0;0;160810,4284;300;;300;0;0;;0;628,981;0
2535;2;1;9,81;9,81;5,68;2;2;2;1;1;1;1;2;1;0;0;3;0;2;2;2;0;53;1;11;2718;2718;2115;2115;;603;3000;3000;;0;0;0;0;53;0
2536;1;;145,26;145,26;;2;2;0;2;0;0;0;2;1;1;1;;;;;3;0;-1;1;;880;880;880;880;0;;3000;2000;1000;0;0;0;0;0;0
2537;3;1;64,39;64,39;27,61;3;4;2;3;2;1;0;3;2;1;2;1;0;0;0;6;0;1395,2799;1;3092;441400,2443;10360;5575;10360;4785;431040,2443;13900;7900;6000;0;0;0;0;1395,2799;0
2538;2;;41,87;;41,87;2;2;0;0;0;2;0;1;0;0;0;;;;;2;0;529;3;28;37109;14772;;;;37109;;;;0;0;;;988;0
2539;2;1;24,94;20,42;24,94;2;2;1;1;0;1;1;1;0;1;2;1;0;0;0;4;0;1139;2;;2231;2231;;2231;2231;;8000;;8000;0;0;;0;1139;0
2540;2;;88,61;;88,61;2;2;0;0;0;2;0;1;0;0;0;;;;;2;0;456;3;10;14119;561;;;;14119;;;;0;0;;;512;0
2541;1;;115,68;115,68;17,68;2;2;0;1;0;1;0;2;0;1;0;;;;;2;0;252;1;4;979;979;;;;979;1000;;1000;0;0;;;252;0
2542;2;2;62,52;62,52;;2;2;2;2;1;0;1;2;1;1;2;2;0;0;2;4;0;-1;1;;3690;3690;1822;3690;1868;;4400;2000;2400;0;0;0;0;0;0
2543;1;;51,65;51,65;;1;1;0;1;0;0;0;1;0;1;0;;;;;1;0;-1;2;;9953;9953;;9953;9953;;10000;;10000;0;0;;0;0;0
2544;1;1;19,58;;19,58;1;1;0;0;0;1;0;1;0;0;1;1;0;1;1;2;0;606;2;16;9451;9451;;;;9451;;;;0;0;;;606;0
2545;2;2;135,58;135,58;9,65;3;3;1;2;0;1;1;3;1;1;4;2;0;1;1;7;0;259;1;4;12561;12561;7949;11537;3588;1024;14000;9000;5000;0;0;0;0;259;0
2546;4;2;49,94;18,42;49,94;4;5;0;1;0;4;0;4;1;0;2;3;0;1;1;7;1;398;2;16;84660;37325;0;0;;84660;1000;1000;;1;0;0;0;1139;0
2547;2;;167,97;167,97;20,55;2;2;0;1;0;1;0;2;0;1;0;;;;;2;0;616;2;24;14925;14925;;0;0;14925;2000;;2000;0;0;;0;616;0
2548;1;1;26,03;;26,03;1;1;0;0;0;1;0;0;0;0;2;1;1;1;1;3;0;398,866;2;1167;49444,043;;;;;49444,043;;;;0;;;;398,866;0
2549;2;;177,81;177,81;20,35;2;2;0;1;0;1;0;2;0;1;1;;;;;3;0;131;1;1;131;131;;0;0;131;2000;;2000;0;0;;0;131;0
2550;2;4;16,19;16,19;5,68;2;2;3;1;0;1;3;2;1;0;4;4;1;2;3;6;0;81;1;16;2229;2229;973;973;;1256;1000;1000;;0;0;0;0;81;0
2551;1;;62,39;62,39;42,65;2;2;0;1;0;1;0;2;0;1;0;;;;;2;-1;433;1;;;;;;;;1500;;1500;;;;;433;0
2552;1;1;9,42;;9,42;1;1;1;0;0;1;1;1;0;0;4;1;0;0;0;5;0;315;1;52;16418;16418;;;;16418;;;;0;0;;;315;0
2553;4;1;132,97;132,97;25,55;4;6;1;3;0;3;1;6;2;1;0;1;0;0;1;6;0;1359;2;36;103869;103869;6252;9175;2923;94694;30700;21700;9000;0;0;0;0;1359;0
2554;1;;31,03;31,03;;1;1;0;1;0;0;0;1;1;0;0;;;;;1;0;-1;1;;0;0;0;0;;;2000;2000;;0;0;0;0;0;0
2555;1;;81,19;81,19;41,03;3;3;0;2;0;1;0;3;1;1;0;;;;;3;0;85;1;8;1437;1437;0;794;794;643;2900;900;2000;0;0;0;0;85;0
2556;3;1;121;121;7,23;2;3;1;2;0;1;1;2;2;0;0;2;0;0;2;3;0;1330,5896;3;1898;157241,994;16;16;16;;157225,994;24000;24000;;0;0;0;0;1330,5896;0
2557;0;1;;;;0;0;2;0;0;0;2;0;0;0;4;2;0;0;1;4;-1;-1;-1;;;;;;;;;;;;;;;0;0
2558;1;;30,58;30,58;12,9;2;2;0;1;0;1;0;1;1;0;0;;;;;2;0;894;2;164;147234;300;300;300;;146934;1000;1000;;0;0;0;0;894;0
2559;1;1;2,87;2,87;;1;1;1;1;1;0;0;1;0;1;0;1;0;1;1;1;0;-1;1;;1046;1046;;1046;1046;;4000;;4000;0;0;;0;0;0
2560;1;;130,42;130,42;13;3;3;0;2;0;1;0;3;1;1;1;;;;;4;0;997;2;35;39129;39129;2013;3998;1985;35131;4000;2000;2000;0;0;0;0;997;0
2561;0;;;;;0;0;0;0;0;0;0;0;0;0;1;;;;;1;-1;-1;-1;;;;;;;;;;;;;;;0;0
2562;1;3;1,16;1,16;;1;1;1;1;1;0;0;1;0;1;1;3;1;3;3;2;0;-1;1;;0;0;;0;0;;20000;;20000;0;0;;0;0;0
2563;1;2;43,48;;43,48;1;1;1;0;0;1;1;1;0;0;1;2;0;0;0;3;0;652;2;25;16121;16121;;;;16121;;;;0;0;;;652;0
2564;1;;105,32;105,32;;1;1;0;1;0;0;0;1;0;1;0;;;;;1;0;-1;1;;0;0;;0;0;;800;;800;0;0;;0;0;0
